,P8R2_SOURCE_V6,P8R2_ULTRACLEANVETO_V6,altitude_km,energy_gev,nadir,phi_earth,phi_lat,rocking_angle,shifted_nadir,shifted_zenith,theta_lat,time,zenith
0,1,1,547.5634656187417,10.0314599609375,68.39448547363281,189.17623901367188,351.87091064453125,-50.00400161743164,68.34307459818827,111.65692540181173,69.57311248779297,380679051.57584375,111.60551452636719
1,1,1,546.405292261418,15.9280703125,68.84471130371094,147.7784881591797,25.77301788330078,-50.013736724853516,68.76886297042685,111.23113702957315,61.50374221801758,380679168.7361859,111.15528869628906
2,1,0,546.1497708173075,10.218685546875,68.55026245117188,148.9789581298828,22.215238571166992,-50.016361236572266,68.46902261541706,111.53097738458294,61.70145797729492,380679203.76927406,111.44973754882812
3,1,1,546.1497708173075,13.11761328125,67.78575897216797,167.02743530273438,2.5576388835906982,-50.016361236572266,67.70451913641315,112.29548086358685,63.095088958740234,380679216.06679434,112.21424102783203
4,1,1,545.4679806966069,13.271443359375,68.53343200683594,129.72987365722656,34.80146789550781,-50.01556396484375,68.43780639953434,111.56219360046566,66.27458190917969,380679309.3157078,111.46656799316406
5,1,0,545.0830725253189,17.784845703125,117.25896453857422,197.3999481201172,281.5401611328125,-50.01507568359375,117.15521736885844,62.844782631141555,35.500640869140625,380679368.80473274,62.74103546142578
6,1,1,544.9114021091608,14.4658818359375,68.44658660888672,189.9754180908203,329.4139709472656,-50.0144157409668,68.33921719339001,111.66078280660999,68.62202453613281,380679384.3956438,111.55341339111328
7,1,1,544.60421048746,22.505552734375,112.03840637207031,119.35423278808594,70.31458282470703,-50.01304626464844,111.92455521335572,68.07544478664428,37.435768127441406,380679449.76920617,67.96159362792969
8,1,1,544.3466332313872,36.35524609375,68.29480743408203,189.70565795898438,322.3148193359375,-50.010074615478516,68.1755213952643,111.8244786047357,67.93739318847656,380679504.6231845,111.70519256591797
9,1,1,544.3466332313872,12.1978232421875,133.28415298461914,137.3803253173828,101.27949523925781,-50.010074615478516,133.1648669458014,46.83513305419859,16.596590042114258,380679510.45010185,46.71584701538086
10,1,0,544.2345774902809,35.9620234375,129.3666114807129,103.04085540771484,99.65898895263672,-50.00716018676758,129.24496106575782,50.75503893424218,42.6684455871582,380679525.1038309,50.63338851928711
11,1,1,543.9535262147177,233.69378125,68.21454620361328,161.26788330078125,344.568115234375,-50.006874084472656,68.08696560674383,111.91303439325617,61.72658920288086,380679616.0648297,111.78545379638672
12,1,1,543.6829071258414,11.8105185546875,68.10391998291016,171.54019165039062,327.0201721191406,-49.99839401245117,67.97062932326541,112.02937067673459,62.246131896972656,380679752.65660554,111.89608001708984
13,1,1,543.627730601733,10.050900390625,68.29566955566406,168.99105834960938,328.40911865234375,-49.9974365234375,68.16121467136063,111.83878532863937,61.78599548339844,380679780.3331097,111.70433044433594
14,1,1,543.322749800393,38.2861484375,98.30268096923828,180.4239959716797,300.15155029296875,-49.995887756347656,98.16179099002657,81.83820900997343,33.15684127807617,380679969.5730982,81.69731903076172
15,1,1,542.8736447247882,10.2908232421875,102.056396484375,203.712646484375,258.8703918457031,-49.994808197021484,101.90603038806803,78.09396961193197,38.2100715637207,380680137.88840234,77.943603515625
16,1,1,542.8736447247882,15.9424580078125,68.05242919921875,181.2886505126953,302.39312744140625,-49.994808197021484,67.90206310291178,112.09793689708822,62.21509552001953,380680150.70659,111.94757080078125
17,1,1,542.2565392921288,12.2069912109375,67.86151123046875,168.96047973632812,311.6923828125,-49.99870300292969,67.69812420953266,112.30187579046734,62.74201965332031,380680295.1682313,112.13848876953125
18,1,1,541.3533995340521,26.897060546875,86.58139038085938,186.2789764404297,289.3757629394531,-49.998573303222656,86.39894711102788,93.60105288897212,43.4786491394043,380680425.9825237,93.41860961914062
19,1,1,540.9182445105608,39.02161328125,68.44014739990234,166.82626342773438,309.6322937011719,-49.99904251098633,68.24852235907518,111.75147764092482,63.74348068237305,380680496.7123998,111.55985260009766
20,1,1,540.4477070615097,11.5588876953125,68.69290161132812,185.7845458984375,288.5779113769531,-49.99976348876953,68.49134823032598,111.50865176967402,61.25191879272461,380680567.4760553,111.30709838867188
21,1,1,539.9518961397773,13.258080078125,68.32622528076172,178.82911682128906,294.71624755859375,-49.99949264526367,68.11421028931102,111.88578971068898,62.276668548583984,380680626.9019388,111.67377471923828
22,1,0,539.6971924637633,50.3297734375,127.09516143798828,122.87560272216797,32.24847412109375,-49.999053955078125,126.87777219897369,53.12222780102631,51.00432205200195,380680663.3103622,52.90483856201172
23,1,1,539.438636096593,13.5609501953125,68.92034912109375,212.20347595214844,258.66339111328125,-49.99950408935547,68.69750434273186,111.30249565726814,64.33558654785156,380680691.89072996,111.07965087890625
24,1,1,539.1798078704359,12.0836083984375,68.45648956298828,223.65676879882812,247.77723693847656,-50.00022506713867,68.22818350905447,111.77181649094553,68.72244262695312,380680706.3183737,111.54351043701172
25,1,1,537.9155777004046,10.237498046875,68.4961929321289,172.941162109375,295.5719909667969,-50.00044631958008,68.24121162160745,111.75878837839255,64.67849731445312,380680859.6005219,111.5038070678711
26,1,1,537.6790619469477,84.9224453125,133.90921020507812,143.51602172851562,24.711442947387695,-50.00045394897461,133.64923841215872,46.350761587841276,38.28760528564453,380680902.5537868,46.090789794921875
27,1,1,537.2340077494196,13.945130859375,68.05501556396484,205.25967407226562,259.50091552734375,-50.00089645385742,67.7856531274776,112.2143468725224,62.37907028198242,380680963.3915513,111.94498443603516
28,1,1,537.0267641487304,16.051771484375,114.47291564941406,166.06405639648438,336.05230712890625,-50.0008659362793,114.19918037295227,65.80081962704773,30.48910140991211,380680989.15819633,65.52708435058594
29,1,1,536.6538144630446,26.098529296875,68.19349670410156,220.13433837890625,243.39193725585938,-49.05076599121094,67.9118921892718,112.0881078107282,66.83527374267578,380681032.5280783,111.80650329589844
30,1,1,536.4883846050365,15.0811669921875,140.74670028686523,169.2366943359375,21.223995208740234,-44.86579513549805,140.4616052020315,39.53839479796849,20.24990463256836,380681055.03296477,39.253299713134766
31,1,1,535.9422598109184,11.4986669921875,125.25043487548828,282.0267028808594,182.3083953857422,-13.854351997375488,124.95381655749867,55.04618344250134,53.9495735168457,380681213.34852165,54.74956512451172
32,1,1,535.8613584459622,24.217251953125,148.67008590698242,126.64667510986328,354.03759765625,-1.9040091037750244,148.37176057019224,31.628239429807778,30.679847717285156,380681265.81090367,31.329914093017578
33,1,1,535.9763154003043,29.795171875,93.05310821533203,25.654651641845703,112.09908294677734,22.128711700439453,92.75720847027846,87.24279152972154,59.987632751464844,380681408.0590184,86.94689178466797
34,1,0,536.8679481062558,22.516857421875,68.15013885498047,357.3343505859375,161.33734130859375,50.78523635864258,67.87305256002247,112.12694743997753,67.36544036865234,380681593.4797716,111.84986114501953
35,1,1,537.3646761980591,10.924494140625,162.54000854492188,43.10585403442383,324.87994384765625,49.8297119140625,162.2734032127009,17.726596787299076,33.55557632446289,380681637.4107241,17.459991455078125
36,1,1,537.3646761980591,20.30036328125,68.42872619628906,18.955900192260742,143.3668975830078,49.8297119140625,68.16212086406811,111.83787913593189,61.908992767333984,380681647.2854766,111.57127380371094
37,1,1,537.3646761980591,11.2428876953125,68.27242279052734,28.695589065551758,133.17323303222656,49.8297119140625,68.0058174583064,111.9941825416936,61.79021072387695,380681648.4601891,111.72757720947266
38,1,1,539.4409994907351,27.86435546875,68.40568542480469,29.14434814453125,143.69235229492188,50.00809097290039,68.1828905140592,111.8171094859408,61.723670959472656,380681818.2739282,111.59431457519531
39,1,1,541.792948174302,12.53215234375,68.5096206665039,17.089847564697266,165.96273803710938,50.00642776489258,68.33645187298168,111.66354812701832,62.010719299316406,380681965.2541206,111.4903793334961
40,1,1,542.8746728008127,10.00771875,68.03176879882812,28.094831466674805,158.81520080566406,50.00596618652344,67.88142439492528,112.11857560507472,62.090328216552734,380682033.76340914,111.96823120117188
41,1,1,547.1578811088496,77.2151171875,85.74930572509766,45.713138580322266,145.57855224609375,50.00126647949219,85.68933701649438,94.31066298350562,49.0161247253418,380682225.3282154,94.25069427490234
42,1,0,550.5541772379709,16.986099609375,121.84564208984375,67.18775177001953,95.91504669189453,50.00114822387695,121.85733522956494,58.14266477043506,38.29768753051758,380682388.52330774,58.15435791015625
43,1,1,551.2483868208974,11.157818359375,68.1504135131836,37.815006256103516,172.64259338378906,50.001007080078125,68.17675447510453,111.82324552489547,64.11847686767578,380682423.10409504,111.8495864868164
44,1,1,551.9437106641337,41.43669921875,96.41355895996094,1.3078572750091553,224.2485809326172,50.000728607177734,96.45457125497416,83.54542874502584,37.2010612487793,380682462.60544115,83.58644104003906
45,1,1,556.0704187648626,10.729779296875,114.27069854736328,341.4411315917969,277.4354553222656,50.001163482666016,114.39878438330189,65.60121561669811,32.68035125732422,380682625.45941895,65.72930145263672
46,1,1,562.8111951422839,10.82211328125,68.57933807373047,19.86588478088379,214.24740600585938,49.99919128417969,68.84965429123265,111.15034570876735,62.70681381225586,380682980.5220502,111.42066192626953
47,1,1,562.8111951422839,12.11161328125,118.95552825927734,28.595006942749023,163.0685272216797,49.99919128417969,119.22584447677954,60.774155523220465,21.799240112304688,380683002.28990626,61.044471740722656
48,1,0,564.7066777788074,14.959939453125,79.28561401367188,45.38843536376953,189.9740447998047,50.00139236450195,79.59592491480471,100.40407508519529,65.68914794921875,380683183.23246866,100.71438598632812
49,1,1,565.3232977354003,18.93987109375,67.66809844970703,340.3648681640625,263.3100891113281,50.00056076049805,67.99142003192398,112.00857996807602,63.985565185546875,380683326.0649844,112.33190155029297
50,1,0,565.3182636338017,12.4234423828125,159.4271068572998,42.7423210144043,94.1249771118164,50.00178909301758,159.75032221997301,20.24967778002698,38.60371398925781,380683368.83119845,20.572893142700195
51,1,1,565.3182636338017,16.2249814453125,68.21614837646484,4.360738277435303,239.37509155273438,50.00178909301758,68.53936373913805,111.46063626086195,62.42579650878906,380683374.01053256,111.78385162353516
52,1,1,564.2713359692309,10.344875,67.51283264160156,318.5131530761719,289.7082824707031,50.00604248046875,67.81395783055234,112.18604216944766,68.56937408447266,380683577.86384654,112.48716735839844
53,1,1,546.5460340770211,14.064203125,67.7179946899414,353.9059753417969,320.29010009765625,49.99938201904297,67.64511600896655,112.35488399103345,64.50407409667969,380684905.9163501,112.2820053100586
54,1,0,546.296082935427,21.006685546875,67.96946716308594,318.1894836425781,358.795654296875,49.99839782714844,67.89131451302345,112.10868548697655,64.13903045654297,380684924.72859544,112.03053283691406
55,1,0,544.4268479013415,15.5480576171875,68.13200378417969,359.62445068359375,349.9931335449219,50.00437545776367,68.014410274898,111.985589725102,64.46251678466797,380685256.14771396,111.86799621582031
56,1,1,544.3268783039435,133.261953125,99.24691009521484,32.64284133911133,300.8077087402344,50.005062103271484,99.12720722742806,80.87279277257194,55.451515197753906,380685277.4529691,80.75308990478516
57,1,0,544.3268783039435,21.10462890625,67.94342041015625,350.35614013671875,3.2701382637023926,50.005062103271484,67.82371754236947,112.17628245763053,62.67218780517578,380685292.40734184,112.05657958984375
58,1,0,544.2370919101803,12.65869140625,67.88156127929688,352.7348937988281,4.227397918701172,50.00508499145508,67.75996391860168,112.24003608139832,62.9962158203125,380685324.24704313,112.11843872070312
59,1,1,542.8533057667577,14.8834052734375,160.08706855773926,349.48193359375,235.006103515625,50.00102233886719,159.93627330941786,20.063726690582154,30.27762794494629,380685915.81085026,19.912931442260742
60,1,0,542.4387753295971,12.519951171875,80.35445404052734,7.468879699707031,53.57518768310547,50.00114440917969,80.19491219998184,99.80508780001816,50.3049201965332,380686002.14449143,99.64554595947266
61,1,1,541.9192701640685,122.110546875,68.5063705444336,326.9648132324219,105.51551055908203,49.99729537963867,68.33586714489545,111.66413285510455,69.72903442382812,380686111.00514096,111.4936294555664
62,1,1,541.7221272263344,20.0679453125,68.32295989990234,4.7509446144104,69.13593292236328,49.99845504760742,68.148296784378,111.851703215622,61.74393844604492,380686125.353051,111.67704010009766
63,1,1,541.7221272263344,13.9523486328125,67.93437194824219,359.1852722167969,76.04985046386719,49.99845504760742,67.75970883271785,112.24029116728215,62.20170211791992,380686137.923645,112.06562805175781
