5.59988e+07,
5.31434e+07,
5.31399e+07,
5.31365e+07,
5.31335e+07,
5.31305e+07,
5.31283e+07,
5.31253e+07,
5.31223e+07,
5.31196e+07,
5.3118e+07,
5.31157e+07,
5.31138e+07,
5.31116e+07,
5.31095e+07,
5.31074e+07,
5.31055e+07,
5.31035e+07,
5.31019e+07,
5.31006e+07,
5.30992e+07,
5.30981e+07,
5.30974e+07,
5.30968e+07,
5.30966e+07,
5.30964e+07,
5.30962e+07,
5.30965e+07,
5.30968e+07,
5.30973e+07,
5.30983e+07,
5.30992e+07,
5.31005e+07,
5.31017e+07,
5.3103e+07,
5.31044e+07,
5.31056e+07,
5.31076e+07,
5.31091e+07,
5.31104e+07,
5.31123e+07,
5.31147e+07,
5.31168e+07,
5.31196e+07,
5.31225e+07,
5.3125e+07,
5.31281e+07,
5.31308e+07,
5.31343e+07,
5.31379e+07,
5.31411e+07,
5.31452e+07,
5.31487e+07,
5.31529e+07,
5.31567e+07,
5.3161e+07,
5.31651e+07,
5.31693e+07,
5.31735e+07,
5.31781e+07,
5.31831e+07,
5.31881e+07,
5.31932e+07,
5.31986e+07,
5.3204e+07,
5.32091e+07,
5.32145e+07,
5.32194e+07,
5.32248e+07,
5.32304e+07,
5.3236e+07,
5.32416e+07,
5.3247e+07,
5.32524e+07,
5.32578e+07,
5.32635e+07,
5.32687e+07,
5.32745e+07,
5.32804e+07,
5.32857e+07,
5.32913e+07,
5.32969e+07,
5.33023e+07,
5.33077e+07,
5.33139e+07,
5.332e+07,
5.33263e+07,
5.33321e+07,
5.33381e+07,
5.33442e+07,
5.33508e+07,
5.33572e+07,
5.33637e+07,
5.33699e+07,
5.33767e+07,
5.33831e+07,
5.339e+07,
5.33965e+07,
5.34031e+07,
5.34096e+07,
5.34165e+07,
5.34234e+07,
5.34303e+07,
5.34371e+07,
5.34441e+07,
5.34507e+07,
5.3458e+07,
5.34646e+07,
5.34716e+07,
5.3479e+07,
5.34858e+07,
5.34927e+07,
5.34993e+07,
5.35065e+07,
5.35135e+07,
5.35207e+07,
5.35277e+07,
5.35344e+07,
5.3542e+07,
5.35495e+07,
5.35564e+07,
5.35637e+07,
5.35709e+07,
5.3578e+07,
5.35851e+07,
5.3593e+07,
5.36005e+07,
5.36083e+07,
5.36161e+07,
5.36238e+07,
5.36315e+07,
5.36393e+07,
5.36471e+07,
5.36545e+07,
5.36614e+07,
5.36685e+07,
5.36758e+07,
5.36831e+07,
5.36902e+07,
5.36973e+07,
5.37049e+07,
5.37126e+07,
5.37203e+07,
5.37273e+07,
5.37345e+07,
5.37417e+07,
5.37495e+07,
5.37565e+07,
5.37639e+07,
5.37709e+07,
5.37784e+07,
5.37855e+07,
5.37928e+07,
5.38003e+07,
5.38077e+07,
5.38154e+07,
5.38227e+07,
5.38302e+07,
5.38375e+07,
5.38446e+07,
5.38517e+07,
5.38593e+07,
5.38666e+07,
5.38739e+07,
5.3881e+07,
5.38881e+07,
5.38952e+07,
5.39026e+07,
5.39103e+07,
5.39178e+07,
5.39252e+07,
5.39332e+07,
5.39406e+07,
5.39481e+07,
5.39561e+07,
5.39641e+07,
5.39716e+07,
5.39799e+07,
5.39882e+07,
5.39963e+07,
5.40047e+07,
5.40135e+07,
5.40227e+07,
5.40321e+07,
5.40416e+07,
5.40516e+07,
5.40617e+07,
5.40716e+07,
5.40818e+07,
5.4092e+07,
5.41024e+07,
5.41128e+07,
5.41232e+07,
5.41337e+07,
5.41443e+07,
5.41549e+07,
5.41656e+07,
5.41767e+07,
5.41881e+07,
5.41992e+07,
5.421e+07,
5.42212e+07,
5.42326e+07,
5.4244e+07,
5.42557e+07,
5.42673e+07,
5.4279e+07,
5.42905e+07,
5.43021e+07,
5.43135e+07,
5.43253e+07,
5.43373e+07,
5.43491e+07,
5.4361e+07,
5.43729e+07,
5.43848e+07,
5.43967e+07,
5.44087e+07,
5.44206e+07,
5.44328e+07,
5.44445e+07,
5.44565e+07,
5.44685e+07,
5.44805e+07,
5.44923e+07,
5.45039e+07,
5.45156e+07,
5.45273e+07,
5.45391e+07,
5.45505e+07,
5.45619e+07,
5.45733e+07,
5.45849e+07,
5.45962e+07,
5.4607e+07,
5.46182e+07,
5.46292e+07,
5.46401e+07,
5.46509e+07,
5.46619e+07,
5.46728e+07,
5.46837e+07,
5.46944e+07,
5.47048e+07,
5.47153e+07,
5.47259e+07,
5.47365e+07,
5.4747e+07,
5.47572e+07,
5.47674e+07,
5.47779e+07,
5.47881e+07,
5.47981e+07,
5.48084e+07,
5.48186e+07,
5.48285e+07,
5.48386e+07,
5.48484e+07,
5.48582e+07,
5.48678e+07,
5.48777e+07,
5.48872e+07,
5.48968e+07,
5.49063e+07,
5.49159e+07,
5.49256e+07,
5.49351e+07,
5.49447e+07,
5.49543e+07,
5.49636e+07,
5.49729e+07,
5.49823e+07,
5.49916e+07,
5.50007e+07,
5.501e+07,
5.50192e+07,
5.50283e+07,
5.50375e+07,
5.50466e+07,
5.50554e+07,
5.50645e+07,
5.50734e+07,
5.50823e+07,
5.50913e+07,
5.51002e+07,
5.51091e+07,
5.51178e+07,
5.51267e+07,
5.51354e+07,
5.51443e+07,
5.5153e+07,
5.51616e+07,
5.51704e+07,
5.51792e+07,
5.51879e+07,
5.51965e+07,
5.5205e+07,
5.52136e+07,
5.52223e+07,
5.52311e+07,
5.52395e+07,
5.52481e+07,
5.52565e+07,
5.52648e+07,
5.52731e+07,
5.52816e+07,
5.529e+07,
5.52983e+07,
5.53065e+07,
5.53147e+07,
5.53231e+07,
5.53314e+07,
5.53396e+07,
5.5348e+07,
5.53561e+07,
5.53641e+07,
5.53722e+07,
5.53804e+07,
5.53886e+07,
5.53966e+07,
5.54044e+07,
5.54123e+07,
5.542e+07,
5.54276e+07,
5.54353e+07,
5.54432e+07,
5.54511e+07,
5.5459e+07,
5.54666e+07,
5.54744e+07,
5.54821e+07,
5.54896e+07,
5.54972e+07,
5.55047e+07,
5.55122e+07,
5.55197e+07,
5.55274e+07,
5.55349e+07,
5.55424e+07,
5.55498e+07,
5.55572e+07,
5.55645e+07,
5.55718e+07,
5.55793e+07,
5.55866e+07,
5.55939e+07,
5.5601e+07,
5.5608e+07,
5.56151e+07,
5.56218e+07,
5.56287e+07,
5.56356e+07,
5.56423e+07,
5.56492e+07,
5.5656e+07,
5.56626e+07,
5.56693e+07,
5.56756e+07,
5.56821e+07,
5.56886e+07,
5.5695e+07,
5.57013e+07,
5.57075e+07,
5.57139e+07,
5.57202e+07,
5.57262e+07,
5.57323e+07,
5.57383e+07,
5.57442e+07,
5.575e+07,
5.57559e+07,
5.57618e+07,
5.57674e+07,
5.57729e+07,
5.57783e+07,
5.57836e+07,
5.57887e+07,
5.57939e+07,
5.57991e+07,
5.58042e+07,
5.58091e+07,
5.58143e+07,
5.58191e+07,
5.58239e+07,
5.58286e+07,
5.58333e+07,
5.58379e+07,
5.58427e+07,
5.58472e+07,
5.58517e+07,
5.58561e+07,
5.58606e+07,
5.58651e+07,
5.58694e+07,
5.58737e+07,
5.58779e+07,
5.58822e+07,
5.58865e+07,
5.58908e+07,
5.58951e+07,
5.58992e+07,
5.59034e+07,
5.59076e+07,
5.59117e+07,
5.59156e+07,
5.59195e+07,
5.59236e+07,
5.59276e+07,
5.59315e+07,
5.59354e+07,
5.59392e+07,
5.59431e+07,
5.59468e+07,
5.59505e+07,
5.59542e+07,
5.59579e+07,
5.59615e+07,
5.59652e+07,
5.59688e+07,
5.59724e+07,
5.59759e+07,
5.59795e+07,
5.59831e+07,
5.59867e+07,
5.59902e+07,
5.59936e+07,
5.5997e+07,
5.60003e+07,
5.60035e+07,
5.60068e+07,
5.60101e+07,
5.60134e+07,
5.60165e+07,
5.60196e+07,
5.60227e+07,
5.60258e+07,
5.60288e+07,
5.60319e+07,
5.60348e+07,
5.60377e+07,
5.60407e+07,
5.60436e+07,
5.60465e+07,
5.60495e+07,
5.60523e+07,
5.60551e+07,
5.60579e+07,
5.60607e+07,
5.60635e+07,
5.60663e+07,
5.6069e+07,
5.60718e+07,
5.60744e+07,
5.6077e+07,
5.60797e+07,
5.60823e+07,
5.6085e+07,
5.60877e+07,
5.60903e+07,
5.60929e+07,
5.60954e+07,
5.6098e+07,
5.61005e+07,
5.6103e+07,
5.61055e+07,
5.61079e+07,
5.61103e+07,
5.61128e+07,
5.61151e+07,
5.61175e+07,
5.61199e+07,
5.61223e+07,
5.61246e+07,
5.61268e+07,
5.61292e+07,
5.61316e+07,
5.61338e+07,
5.61361e+07,
5.61384e+07,
5.61406e+07,
5.61427e+07,
5.6145e+07,
5.61472e+07,
5.61495e+07,
5.61518e+07,
5.61539e+07,
5.61561e+07,
5.61582e+07,
5.61604e+07,
5.61626e+07,
5.61647e+07,
5.61669e+07,
5.6169e+07,
5.61711e+07,
5.61731e+07,
5.61752e+07,
5.61773e+07,
5.61792e+07,
5.61812e+07,
5.61832e+07,
5.61853e+07,
5.61872e+07,
5.6189e+07,
5.61909e+07,
5.61928e+07,
5.61947e+07,
5.61967e+07,
5.61987e+07,
5.62006e+07,
5.62025e+07,
5.62043e+07,
5.62062e+07,
5.62081e+07,
5.62098e+07,
5.62116e+07,
5.62134e+07,
5.6215e+07,
5.62169e+07,
5.62186e+07,
5.62203e+07,
5.62222e+07,
5.62239e+07,
5.62257e+07,
5.62275e+07,
5.62292e+07,
5.62309e+07,
5.62326e+07,
5.62344e+07,
5.6236e+07,
5.62378e+07,
5.62395e+07,
5.62412e+07,
5.62428e+07,
5.62445e+07,
5.62461e+07,
5.62477e+07,
5.62494e+07,
5.6251e+07,
5.62525e+07,
5.62542e+07,
5.62557e+07,
5.62572e+07,
5.62585e+07,
5.626e+07,
5.62613e+07,
5.62626e+07,
5.62639e+07,
5.62652e+07,
5.62665e+07,
5.62678e+07,
5.62691e+07,
5.62704e+07,
5.62716e+07,
5.62729e+07,
5.62743e+07,
5.62757e+07,
5.6277e+07,
5.62784e+07,
5.62796e+07,
5.59988e+07,
5.59984e+07,
5.60022e+07,
5.60066e+07,
5.60081e+07,
5.60121e+07,
5.60119e+07,
5.60109e+07,
5.60098e+07,
5.60091e+07,
5.60075e+07,
5.60048e+07,
5.60025e+07,
5.60003e+07,
5.59966e+07,
5.5992e+07,
5.59883e+07,
5.59847e+07,
5.59792e+07,
5.59721e+07,
5.59676e+07,
5.59631e+07,
5.59592e+07,
5.59566e+07,
5.59525e+07,
5.59476e+07,
5.59431e+07,
5.59387e+07,
5.59336e+07,
5.5927e+07,
5.592e+07,
5.59124e+07,
5.59054e+07,
5.58994e+07,
5.5894e+07,
5.58897e+07,
5.58845e+07,
5.58788e+07,
5.58743e+07,
5.58699e+07,
5.58671e+07,
5.58643e+07,
5.58604e+07,
5.58561e+07,
5.58524e+07,
5.58493e+07,
5.58451e+07,
5.58407e+07,
5.58354e+07,
5.58307e+07,
5.58242e+07,
5.58173e+07,
5.581e+07,
5.58034e+07,
5.57971e+07,
5.579e+07,
5.57828e+07,
5.57744e+07,
5.5767e+07,
5.57593e+07,
5.57501e+07,
5.57411e+07,
5.57313e+07,
5.57217e+07,
5.57127e+07,
5.57031e+07,
5.56924e+07,
5.56813e+07,
5.56696e+07,
5.56579e+07,
5.56463e+07,
5.56338e+07,
5.56219e+07,
5.56095e+07,
5.55978e+07,
5.55852e+07,
5.55724e+07,
5.55596e+07,
5.55466e+07,
5.55336e+07,
5.552e+07,
5.55067e+07,
5.54929e+07,
5.54796e+07,
5.54654e+07,
5.54511e+07,
5.54368e+07,
5.54222e+07,
5.54079e+07,
5.53923e+07,
5.53773e+07,
5.53612e+07,
5.5345e+07,
5.53285e+07,
5.53112e+07,
5.52944e+07,
5.52769e+07,
5.52607e+07,
5.5243e+07,
5.52248e+07,
5.52079e+07,
5.51903e+07,
5.51728e+07,
5.51551e+07,
5.51374e+07,
5.51196e+07,
5.51024e+07,
5.50853e+07,
5.50682e+07,
5.50512e+07,
5.5034e+07,
5.5017e+07,
5.4999e+07,
5.4981e+07,
5.49625e+07,
5.49448e+07,
5.49269e+07,
5.4909e+07,
5.48908e+07,
5.48731e+07,
5.48554e+07,
5.48376e+07,
5.48189e+07,
5.47999e+07,
5.47809e+07,
5.47614e+07,
5.47426e+07,
5.47232e+07,
5.47039e+07,
5.4684e+07,
5.46633e+07,
5.46426e+07,
5.46219e+07,
5.46007e+07,
5.45781e+07,
5.45555e+07,
5.45327e+07,
5.45097e+07,
5.44861e+07,
5.44624e+07,
5.44381e+07,
5.44136e+07,
5.43895e+07,
5.43643e+07,
5.43386e+07,
5.43127e+07,
5.42873e+07,
5.42621e+07,
5.42361e+07,
5.42111e+07,
5.41867e+07,
5.41621e+07,
5.41382e+07,
5.41148e+07,
5.40916e+07,
5.40679e+07,
5.40446e+07,
5.40224e+07,
5.40009e+07,
5.39791e+07,
5.39579e+07,
5.39372e+07,
5.39168e+07,
5.38969e+07,
5.38777e+07,
5.38588e+07,
5.38401e+07,
5.38214e+07,
5.38032e+07,
5.37856e+07,
5.37685e+07,
5.37515e+07,
5.37353e+07,
5.37187e+07,
5.37023e+07,
5.3687e+07,
5.3671e+07,
5.3656e+07,
5.36409e+07,
5.36265e+07,
5.36114e+07,
5.35964e+07,
5.35825e+07,
5.35686e+07,
5.35553e+07,
5.35423e+07,
5.3529e+07,
5.35159e+07,
5.35029e+07,
5.34908e+07,
5.34783e+07,
5.3466e+07,
5.34535e+07,
5.34416e+07,
5.34301e+07,
5.34181e+07,
5.34064e+07,
5.33953e+07,
5.33835e+07,
5.33718e+07,
5.33612e+07,
5.335e+07,
5.33383e+07,
5.33281e+07,
5.33174e+07,
5.33067e+07,
5.32961e+07,
5.32862e+07,
5.32757e+07,
5.32653e+07,
5.32558e+07,
5.32456e+07,
5.3236e+07,
5.32266e+07,
5.32173e+07,
5.32082e+07,
5.31995e+07,
5.31904e+07,
5.31819e+07,
5.31738e+07,
5.3166e+07,
5.31586e+07,
5.31513e+07,
5.31437e+07,
5.31362e+07,
5.31291e+07,
5.31216e+07,
5.31148e+07,
5.31083e+07,
5.3102e+07,
5.30949e+07,
5.30887e+07,
5.30826e+07,
5.30768e+07,
5.3071e+07,
5.30656e+07,
5.306e+07,
5.30551e+07,
5.3051e+07,
5.30458e+07,
5.30409e+07,
5.30367e+07,
5.30326e+07,
5.30288e+07,
5.30261e+07,
5.30226e+07,
5.30201e+07,
5.30171e+07,
5.30144e+07,
5.30121e+07,
5.30095e+07,
5.30076e+07,
5.30053e+07,
5.30036e+07,
5.30015e+07,
5.29993e+07,
5.29968e+07,
5.29955e+07,
5.29937e+07,
5.2992e+07,
5.29906e+07,
5.29894e+07,
5.29883e+07,
5.29876e+07,
5.29869e+07,
5.29867e+07,
5.29863e+07,
5.29862e+07,
5.29868e+07,
5.29872e+07,
5.29875e+07,
5.29886e+07,
5.29897e+07,
5.29911e+07,
5.29924e+07,
5.2994e+07,
5.29959e+07,
5.29972e+07,
5.29988e+07,
5.30005e+07,
5.30023e+07,
5.30039e+07,
5.30066e+07,
5.30084e+07,
5.30109e+07,
5.30133e+07,
5.30165e+07,
5.30196e+07,
5.30227e+07,
5.30261e+07,
5.30296e+07,
5.30331e+07,
5.30367e+07,
5.3041e+07,
5.30454e+07,
5.30496e+07,
5.30536e+07,
5.3058e+07,
5.30628e+07,
5.30675e+07,
5.30721e+07,
5.30776e+07,
5.30826e+07,
5.30876e+07,
5.30928e+07,
5.30983e+07,
5.31036e+07,
5.31095e+07,
5.31152e+07,
5.3121e+07,
5.31267e+07,
5.3132e+07,
5.31378e+07,
5.31434e+07,
5.31493e+07,
5.3155e+07,
5.31607e+07,
5.31664e+07,
5.31721e+07,
5.31777e+07,
5.31833e+07,
5.3189e+07,
5.31945e+07,
5.32003e+07,
5.32059e+07,
5.32118e+07,
5.3218e+07,
5.32241e+07,
5.32306e+07,
5.32368e+07,
5.32429e+07,
5.32494e+07,
5.32561e+07,
5.32623e+07,
5.3269e+07,
5.32756e+07,
5.32829e+07,
5.32899e+07,
5.32966e+07,
5.3304e+07,
5.3311e+07,
5.33185e+07,
5.33256e+07,
5.33327e+07,
5.33398e+07,
5.33468e+07,
5.33536e+07,
5.33607e+07,
5.33676e+07,
5.33748e+07,
5.33817e+07,
5.33887e+07,
5.3396e+07,
5.34029e+07,
5.34104e+07,
5.34171e+07,
5.34243e+07,
5.34314e+07,
5.34389e+07,
5.34457e+07,
5.34531e+07,
5.34604e+07,
5.3468e+07,
5.34753e+07,
5.34833e+07,
5.34909e+07,
5.34983e+07,
5.35056e+07,
5.35134e+07,
5.35209e+07,
5.35283e+07,
5.35361e+07,
5.3544e+07,
5.35514e+07,
5.35588e+07,
5.35664e+07,
5.3574e+07,
5.35814e+07,
5.35886e+07,
5.35961e+07,
5.36034e+07,
5.36108e+07,
5.36187e+07,
5.36265e+07,
5.3634e+07,
5.36413e+07,
5.36486e+07,
5.36565e+07,
5.36641e+07,
5.36714e+07,
5.3679e+07,
5.36866e+07,
5.36939e+07,
5.37015e+07,
5.37089e+07,
5.37165e+07,
5.3724e+07,
5.37315e+07,
5.37392e+07,
5.37472e+07,
5.37548e+07,
5.37622e+07,
5.377e+07,
5.37779e+07,
5.37861e+07,
5.37941e+07,
5.38019e+07,
5.38098e+07,
5.3818e+07,
5.38264e+07,
5.38349e+07,
5.38434e+07,
5.38519e+07,
5.38602e+07,
5.3869e+07,
5.38778e+07,
5.38866e+07,
5.38957e+07,
5.39049e+07,
5.39145e+07,
5.39242e+07,
5.3934e+07,
5.39438e+07,
5.39539e+07,
5.39644e+07,
5.39747e+07,
5.39855e+07,
5.3996e+07,
5.40064e+07,
5.40171e+07,
5.40278e+07,
5.40388e+07,
5.40498e+07,
5.4061e+07,
5.40721e+07,
5.40834e+07,
5.40946e+07,
5.41061e+07,
5.41172e+07,
5.4129e+07,
5.41403e+07,
5.41517e+07,
5.41633e+07,
5.41747e+07,
5.41863e+07,
5.41983e+07,
5.42099e+07,
5.42214e+07,
5.42333e+07,
5.4245e+07,
5.42568e+07,
5.42686e+07,
5.42805e+07,
5.42926e+07,
5.43046e+07,
5.43169e+07,
5.43293e+07,
5.43415e+07,
5.43536e+07,
5.4366e+07,
5.43778e+07,
5.43899e+07,
5.4402e+07,
5.44141e+07,
5.44263e+07,
5.44386e+07,
5.44509e+07,
5.44629e+07,
5.44748e+07,
5.44863e+07,
5.44981e+07,
5.45096e+07,
5.45211e+07,
5.45328e+07,
5.45443e+07,
5.45557e+07,
5.4567e+07,
5.45781e+07,
5.45893e+07,
5.46005e+07,
5.46118e+07,
5.46229e+07,
5.46336e+07,
5.46446e+07,
5.46554e+07,
5.46662e+07,
5.46768e+07,
5.46874e+07,
5.46981e+07,
5.47085e+07,
5.47191e+07,
5.47296e+07,
5.474e+07,
5.47504e+07,
5.47605e+07,
5.47707e+07,
5.47811e+07,
5.47911e+07,
5.48012e+07,
5.48112e+07,
5.48208e+07,
5.48305e+07,
5.48404e+07,
5.48503e+07,
5.48598e+07,
5.48694e+07,
5.48791e+07,
5.48887e+07,
5.48982e+07,
5.49078e+07,
5.49174e+07,
5.49269e+07,
5.49363e+07,
5.49455e+07,
5.49549e+07,
5.49641e+07,
5.49734e+07,
5.49826e+07,
5.49918e+07,
5.5001e+07,
5.50101e+07,
5.50192e+07,
5.50283e+07,
5.50374e+07,
5.50466e+07,
5.50555e+07,
5.50645e+07,
5.50734e+07,
5.50824e+07,
5.50913e+07,
5.51002e+07,
5.51093e+07,
5.51181e+07,
5.51269e+07,
5.51356e+07,
5.51444e+07,
5.51532e+07,
5.5162e+07,
5.51706e+07,
5.51796e+07,
5.51883e+07,
5.5197e+07,
5.52054e+07,
5.52139e+07,
5.52224e+07,
5.5231e+07,
5.52395e+07,
5.5248e+07,
5.52564e+07,
5.52649e+07,
5.52733e+07,
5.52814e+07,
5.52897e+07,
5.52979e+07,
5.53062e+07,
5.53146e+07,
5.53228e+07,
5.53311e+07,
5.53392e+07,
5.53474e+07,
5.53554e+07,
5.53635e+07,
5.53716e+07,
5.53797e+07,
5.53878e+07,
5.53956e+07,
5.54035e+07,
5.54112e+07,
5.54189e+07,
5.54267e+07,
5.54345e+07,
5.54422e+07,
5.54496e+07,
5.54571e+07,
5.54647e+07,
5.54725e+07,
5.548e+07,
5.54876e+07,
5.54953e+07,
5.55028e+07,
5.55101e+07,
5.55175e+07,
5.55249e+07,
5.55323e+07,
5.55396e+07,
5.55468e+07,
5.55541e+07,
5.55612e+07,
5.55683e+07,
5.55751e+07,
5.55821e+07,
5.5589e+07,
5.55957e+07,
5.56027e+07,
5.56095e+07,
5.56161e+07,
5.56228e+07,
5.56293e+07,
5.56359e+07,
5.56425e+07,
5.5649e+07,
5.56552e+07,
5.56615e+07,
5.56678e+07,
5.56741e+07,
5.56801e+07,
5.56863e+07,
5.56922e+07,
5.56982e+07,
5.57041e+07,
5.571e+07,
5.57157e+07,
5.57215e+07,
5.57272e+07,
5.57327e+07,
5.57381e+07,
5.57434e+07,
5.57487e+07,
5.5754e+07,
5.57592e+07,
5.57641e+07,
5.57693e+07,
5.57742e+07,
5.57791e+07,
5.57839e+07,
5.57886e+07,
5.57932e+07,
5.57978e+07,
5.58026e+07,
5.58072e+07,
5.58119e+07,
5.58163e+07,
5.58209e+07,
5.58253e+07,
5.58297e+07,
5.58339e+07,
5.58382e+07,
5.58424e+07,
5.58466e+07,
5.58508e+07,
5.58549e+07,
5.5859e+07,
5.58632e+07,
5.58673e+07,
5.58714e+07,
5.58754e+07,
5.58793e+07,
5.58832e+07,
5.58871e+07,
5.5891e+07,
5.58949e+07,
5.58986e+07,
5.59024e+07,
5.59062e+07,
5.59099e+07,
5.59138e+07,
5.59175e+07,
5.59211e+07,
5.59248e+07,
5.59283e+07,
5.59319e+07,
5.59356e+07,
5.59392e+07,
5.59427e+07,
5.59462e+07,
5.59496e+07,
5.59531e+07,
5.59563e+07,
5.59597e+07,
5.59631e+07,
5.59664e+07,
5.59697e+07,
5.59729e+07,
5.59761e+07,
5.59792e+07,
5.59822e+07,
5.59852e+07,
5.59884e+07,
5.59916e+07,
5.59946e+07,
5.59976e+07,
5.60006e+07,
5.60036e+07,
5.60065e+07,
5.60092e+07,
5.6012e+07,
5.60148e+07,
5.60175e+07,
5.60203e+07,
5.60229e+07,
5.60257e+07,
5.60285e+07,
5.60313e+07,
5.60341e+07,
5.60367e+07,
5.60394e+07,
5.60422e+07,
5.60447e+07,
5.60472e+07,
5.60498e+07,
5.60524e+07,
5.6055e+07,
5.60576e+07,
5.60601e+07,
5.60625e+07,
5.6065e+07,
5.60675e+07,
5.60699e+07,
5.60724e+07,
5.60748e+07,
5.60771e+07,
5.60795e+07,
5.60819e+07,
5.60841e+07,
5.60864e+07,
5.60886e+07,
5.60908e+07,
5.6093e+07,
5.60952e+07,
5.60974e+07,
5.60996e+07,
5.61018e+07,
5.61041e+07,
5.61063e+07,
5.61085e+07,
5.61106e+07,
5.61127e+07,
5.61149e+07,
5.6117e+07,
5.61191e+07,
5.61212e+07,
5.61232e+07,
5.61254e+07,
5.61275e+07,
5.61296e+07,
5.61316e+07,
5.61337e+07,
5.61357e+07,
5.61377e+07,
5.61397e+07,
5.61418e+07,
5.61439e+07,
5.61458e+07,
5.61478e+07,
5.61498e+07,
5.61518e+07,
5.61538e+07,
5.61557e+07,
5.61577e+07,
5.61597e+07,
5.61617e+07,
5.61636e+07,
5.61655e+07,
5.61673e+07,
5.61693e+07,
5.6171e+07,
