   10.452887712664033        2.1293736681243673E-002
   11.461363463669123        1.6633544352838515E-002
   12.567135135985328        1.3008952930297855E-002
   13.779589664592834        1.0191287133059711E-002
   15.109019619026027        7.9982667836255902E-003
   16.566710577361651        6.2870221715715406E-003
   18.165036929891720        4.9494625202022406E-003
   19.917566925762014        3.8990963130922981E-003
   21.839177854320706        3.0717488514181370E-003
   23.946182338955754        2.4184500978296055E-003
   26.256466815533990        1.9021145183041235E-003
   28.789643370990120        1.4931870757534426E-003
   31.567216231028837        1.1701184855088672E-003
   34.612764310260388        9.1540966015831186E-004
   37.952141374443528        7.1539365636441891E-004
   41.613695514020961        5.5894056769220581E-004
   45.628509792065479        4.3683313292045901E-004
   50.030666109505589        3.4152928732373254E-004
   54.857534527592648        2.6713031342444430E-004
   60.150090503677305        2.0902557990923611E-004
   65.953262733321452        1.6361839623428622E-004
   72.316314551589826        1.2810517974915967E-004
   79.293262131250415        1.0031914076681464E-004
   86.943333027982135        7.8579031511627666E-005
   95.331468965198013        6.1565445924096691E-005
   104.52887712664031        4.8246613099940661E-005
   114.61363463669126        3.7816705662166116E-005
   125.67135135985336        2.9648124486841904E-005
   137.79589664592837        2.3249668661792440E-005
   151.09019619026023        1.8235833939120891E-005
   165.66710577361641        1.4305787524811310E-005
   181.65036929891707        1.1224188123158566E-005
   199.17566925762026        8.8072220950633779E-006
   218.39177854320701        6.9114968448016733E-006
   239.46182338955748        5.4245201979399963E-006
   262.56466815533980        4.2578524264990137E-006
   287.89643370990137        3.3425782610578225E-006
   315.67216231028857        2.6244010224635400E-006
   346.12764310260383        2.0608467633381166E-006
   379.52141374443539        1.6184686893851125E-006
   416.13695514020969        1.2711876665708038E-006
   456.28509792065449        9.9851059552820874E-007
   500.30666109505603        7.8443025165327046E-007
   548.57534527592657        6.1632500472679143E-007
   601.50090503677325        4.8425149152791156E-007
   659.53262733321401        3.8049879632180436E-007
   723.16314551589778        2.9899520061906400E-007
   792.93262131250287        2.3496653598981363E-007
   869.43333027982158        1.8466409441000393E-007
   953.31468965198042        1.4513864205863237E-007
