theta_lat,eff_m2
0.000000,0.909354
1.000000,0.909354
2.000000,0.909354
3.000000,0.909354
4.000000,0.909354
5.000000,0.909354
6.000000,0.909354
7.000000,0.909354
8.000000,0.909354
9.000000,0.909354
10.000000,0.904445
11.000000,0.898647
12.000000,0.892303
13.000000,0.885416
14.000000,0.877988
15.000000,0.870021
16.000000,0.862406
17.000000,0.856926
18.000000,0.851124
19.000000,0.845001
20.000000,0.838560
21.000000,0.829881
22.000000,0.819673
23.000000,0.809014
24.000000,0.797908
25.000000,0.796417
26.000000,0.785704
27.000000,0.785927
28.000000,0.786152
29.000000,0.786382
30.000000,0.786618
31.000000,0.783260
32.000000,0.777352
33.000000,0.771276
34.000000,0.759050
35.000000,0.745654
36.000000,0.733162
37.000000,0.739569
38.000000,0.728712
39.000000,0.719224
40.000000,0.709611
41.000000,0.699117
42.000000,0.688096
43.000000,0.673597
44.000000,0.655772
45.000000,0.640126
46.000000,0.626404
47.000000,0.611530
48.000000,0.593764
49.000000,0.578843
50.000000,0.566960
51.000000,0.550548
52.000000,0.531047
53.000000,0.513944
54.000000,0.494287
55.000000,0.473194
56.000000,0.451474
57.000000,0.428561
58.000000,0.407660
59.000000,0.388695
60.000000,0.366093
61.000000,0.332638
62.000000,0.311906
63.000000,0.292941
64.000000,0.275426
65.000000,0.250329
66.000000,0.223268
67.000000,0.195071
68.000000,0.173108
69.000000,0.151874
70.000000,0.126621
