theta_lat,eff_m2
0.000000,0.862848
1.000000,0.862848
2.000000,0.862848
3.000000,0.862848
4.000000,0.862848
5.000000,0.862848
6.000000,0.862848
7.000000,0.862848
8.000000,0.862848
9.000000,0.862848
10.000000,0.857661
11.000000,0.851532
12.000000,0.844827
13.000000,0.837547
14.000000,0.829696
15.000000,0.821276
16.000000,0.812899
17.000000,0.805795
18.000000,0.798274
19.000000,0.790337
20.000000,0.781988
21.000000,0.777281
22.000000,0.774727
23.000000,0.772061
24.000000,0.769283
25.000000,0.767401
26.000000,0.754762
27.000000,0.752949
28.000000,0.753204
29.000000,0.755164
30.000000,0.757186
31.000000,0.751575
32.000000,0.740559
33.000000,0.729232
34.000000,0.730143
35.000000,0.732859
36.000000,0.730380
37.000000,0.734068
38.000000,0.720558
39.000000,0.711034
40.000000,0.701518
41.000000,0.692005
42.000000,0.682392
43.000000,0.665522
44.000000,0.641719
45.000000,0.625499
46.000000,0.623063
47.000000,0.615745
48.000000,0.606975
49.000000,0.597277
50.000000,0.586606
51.000000,0.568399
52.000000,0.545094
53.000000,0.526604
54.000000,0.512581
55.000000,0.491876
56.000000,0.470887
57.000000,0.449778
58.000000,0.430460
59.000000,0.412864
60.000000,0.391209
61.000000,0.353105
62.000000,0.325277
63.000000,0.300194
64.000000,0.277373
65.000000,0.250635
66.000000,0.224333
67.000000,0.199121
68.000000,0.168236
69.000000,0.137945
70.000000,0.114090
