theta_lat,eff_m2
0.000000,0.892566
1.000000,0.892566
2.000000,0.892566
3.000000,0.892566
4.000000,0.892566
5.000000,0.892566
6.000000,0.892566
7.000000,0.892566
8.000000,0.892566
9.000000,0.892566
10.000000,0.887074
11.000000,0.880587
12.000000,0.873489
13.000000,0.865784
14.000000,0.857474
15.000000,0.848560
16.000000,0.840406
17.000000,0.835738
18.000000,0.830795
19.000000,0.825579
20.000000,0.820092
21.000000,0.815250
22.000000,0.810719
23.000000,0.805988
24.000000,0.801059
25.000000,0.799721
26.000000,0.782298
27.000000,0.781564
28.000000,0.781917
29.000000,0.783167
30.000000,0.784457
31.000000,0.780368
32.000000,0.772471
33.000000,0.764351
34.000000,0.758292
35.000000,0.752399
36.000000,0.744054
37.000000,0.753307
38.000000,0.739542
39.000000,0.733676
40.000000,0.728095
41.000000,0.716895
42.000000,0.702913
43.000000,0.689296
44.000000,0.676019
45.000000,0.662785
46.000000,0.646828
47.000000,0.635317
48.000000,0.625894
49.000000,0.613485
50.000000,0.597924
51.000000,0.581504
52.000000,0.564440
53.000000,0.546553
54.000000,0.524338
55.000000,0.505465
56.000000,0.487142
57.000000,0.471280
58.000000,0.451824
59.000000,0.428903
60.000000,0.405981
61.000000,0.380778
62.000000,0.357677
63.000000,0.334035
64.000000,0.309912
65.000000,0.281255
66.000000,0.254393
67.000000,0.234520
68.000000,0.207036
69.000000,0.178755
70.000000,0.151158
