theta_lat,eff_m2
0.000000,0.897258
1.000000,0.897258
2.000000,0.897258
3.000000,0.897258
4.000000,0.897258
5.000000,0.897258
6.000000,0.897258
7.000000,0.897258
8.000000,0.897258
9.000000,0.897258
10.000000,0.893065
11.000000,0.888110
12.000000,0.882690
13.000000,0.876806
14.000000,0.870460
15.000000,0.863653
16.000000,0.856582
17.000000,0.849641
18.000000,0.842292
19.000000,0.834537
20.000000,0.826379
21.000000,0.820252
22.000000,0.815264
23.000000,0.810056
24.000000,0.804629
25.000000,0.804122
26.000000,0.792225
27.000000,0.792615
28.000000,0.791826
29.000000,0.790061
30.000000,0.788240
31.000000,0.782347
32.000000,0.773547
33.000000,0.764498
34.000000,0.751888
35.000000,0.738477
36.000000,0.727588
37.000000,0.739406
38.000000,0.733580
39.000000,0.725708
40.000000,0.717567
41.000000,0.700661
42.000000,0.679423
43.000000,0.667051
44.000000,0.663131
45.000000,0.651892
46.000000,0.631774
47.000000,0.613162
48.000000,0.597625
49.000000,0.584005
50.000000,0.572440
51.000000,0.555972
52.000000,0.536168
53.000000,0.519764
54.000000,0.494169
55.000000,0.476540
56.000000,0.457363
57.000000,0.433585
58.000000,0.413923
59.000000,0.398221
60.000000,0.373917
61.000000,0.348056
62.000000,0.329708
63.000000,0.308551
64.000000,0.285023
65.000000,0.257750
66.000000,0.231813
67.000000,0.202836
68.000000,0.182015
69.000000,0.160179
70.000000,0.134179
