theta_lat,eff_m2
0.000000,0.889073
1.000000,0.889073
2.000000,0.889073
3.000000,0.889073
4.000000,0.889073
5.000000,0.889073
6.000000,0.889073
7.000000,0.889073
8.000000,0.889073
9.000000,0.889073
10.000000,0.883976
11.000000,0.877954
12.000000,0.871366
13.000000,0.864214
14.000000,0.856500
15.000000,0.848227
16.000000,0.840535
17.000000,0.835709
18.000000,0.830599
19.000000,0.825208
20.000000,0.819536
21.000000,0.813474
22.000000,0.807066
23.000000,0.800375
24.000000,0.793403
25.000000,0.794340
26.000000,0.780096
27.000000,0.782539
28.000000,0.784140
29.000000,0.785057
30.000000,0.786003
31.000000,0.782170
32.000000,0.774952
33.000000,0.767530
34.000000,0.758269
35.000000,0.748533
36.000000,0.737658
37.000000,0.746879
38.000000,0.733298
39.000000,0.728375
40.000000,0.723797
41.000000,0.712990
42.000000,0.699116
43.000000,0.686146
44.000000,0.674031
45.000000,0.663203
46.000000,0.651197
47.000000,0.641570
48.000000,0.631161
49.000000,0.616389
50.000000,0.597002
51.000000,0.580443
52.000000,0.565691
53.000000,0.544328
54.000000,0.516904
55.000000,0.503016
56.000000,0.488734
57.000000,0.472834
58.000000,0.453177
59.000000,0.429901
60.000000,0.409142
61.000000,0.385536
62.000000,0.358483
63.000000,0.332413
64.000000,0.307128
65.000000,0.279806
66.000000,0.253078
67.000000,0.230912
68.000000,0.201397
69.000000,0.172690
70.000000,0.149195
