theta_lat,eff_m2
0.000000,0.854435
1.000000,0.854435
2.000000,0.854435
3.000000,0.854435
4.000000,0.854435
5.000000,0.854435
6.000000,0.854435
7.000000,0.854435
8.000000,0.854435
9.000000,0.854435
10.000000,0.848765
11.000000,0.842066
12.000000,0.834737
13.000000,0.826781
14.000000,0.818200
15.000000,0.808997
16.000000,0.800161
17.000000,0.793673
18.000000,0.786805
19.000000,0.779557
20.000000,0.771933
21.000000,0.767174
22.000000,0.764090
23.000000,0.760871
24.000000,0.757516
25.000000,0.756181
26.000000,0.744517
27.000000,0.743494
28.000000,0.744463
29.000000,0.747077
30.000000,0.749775
31.000000,0.745005
32.000000,0.734956
33.000000,0.724623
34.000000,0.721019
35.000000,0.718317
36.000000,0.712704
37.000000,0.717516
38.000000,0.705626
39.000000,0.695388
40.000000,0.685024
41.000000,0.675441
42.000000,0.666128
43.000000,0.650906
44.000000,0.630037
45.000000,0.614956
46.000000,0.611232
47.000000,0.602958
48.000000,0.593606
49.000000,0.583049
50.000000,0.571227
51.000000,0.554016
52.000000,0.533141
53.000000,0.515326
54.000000,0.501279
55.000000,0.484581
56.000000,0.466927
57.000000,0.446479
58.000000,0.426358
59.000000,0.406548
60.000000,0.383103
61.000000,0.344029
62.000000,0.316537
63.000000,0.291205
64.000000,0.267644
65.000000,0.242051
66.000000,0.215876
67.000000,0.188789
68.000000,0.160300
69.000000,0.132608
70.000000,0.108741
