theta_lat,eff_m2
0.000000,0.872800
1.000000,0.872800
2.000000,0.872800
3.000000,0.872800
4.000000,0.872800
5.000000,0.872800
6.000000,0.872800
7.000000,0.872800
8.000000,0.872800
9.000000,0.872800
10.000000,0.867039
11.000000,0.860233
12.000000,0.852788
13.000000,0.844705
14.000000,0.835986
15.000000,0.826636
16.000000,0.818881
17.000000,0.817181
18.000000,0.815380
19.000000,0.813481
20.000000,0.811483
21.000000,0.806161
22.000000,0.798704
23.000000,0.790917
24.000000,0.782803
25.000000,0.782882
26.000000,0.772570
27.000000,0.774177
28.000000,0.776311
29.000000,0.778891
30.000000,0.781554
31.000000,0.778693
32.000000,0.771933
33.000000,0.764981
34.000000,0.758361
35.000000,0.751642
36.000000,0.743820
37.000000,0.762571
38.000000,0.752115
39.000000,0.739302
40.000000,0.726103
41.000000,0.712793
42.000000,0.699290
43.000000,0.688688
44.000000,0.680846
45.000000,0.671302
46.000000,0.654652
47.000000,0.642679
48.000000,0.630295
49.000000,0.616165
50.000000,0.600200
51.000000,0.582312
52.000000,0.563063
53.000000,0.546666
54.000000,0.533048
55.000000,0.513879
56.000000,0.493561
57.000000,0.470137
58.000000,0.446968
59.000000,0.424042
60.000000,0.404480
61.000000,0.378662
62.000000,0.349961
63.000000,0.324761
64.000000,0.302450
65.000000,0.271809
66.000000,0.242690
67.000000,0.218204
68.000000,0.192683
69.000000,0.166285
70.000000,0.137350
