theta_lat,eff_m2
0.000000,0.907446
1.000000,0.907446
2.000000,0.907446
3.000000,0.907446
4.000000,0.907446
5.000000,0.907446
6.000000,0.907446
7.000000,0.907446
8.000000,0.907446
9.000000,0.907446
10.000000,0.902508
11.000000,0.896673
12.000000,0.890291
13.000000,0.883361
14.000000,0.875887
15.000000,0.867871
16.000000,0.860221
17.000000,0.854754
18.000000,0.848965
19.000000,0.842856
20.000000,0.836430
21.000000,0.828234
22.000000,0.818804
23.000000,0.808958
24.000000,0.798699
25.000000,0.797999
26.000000,0.788055
27.000000,0.789099
28.000000,0.788907
29.000000,0.787696
30.000000,0.786447
31.000000,0.782170
32.000000,0.775731
33.000000,0.769109
34.000000,0.758223
35.000000,0.746471
36.000000,0.735016
37.000000,0.741257
38.000000,0.730186
39.000000,0.720148
40.000000,0.709956
41.000000,0.699363
42.000000,0.688469
43.000000,0.674750
44.000000,0.658330
45.000000,0.643501
46.000000,0.629814
47.000000,0.614738
48.000000,0.596451
49.000000,0.581261
50.000000,0.569379
51.000000,0.553286
52.000000,0.534317
53.000000,0.516044
54.000000,0.494676
55.000000,0.476547
56.000000,0.457175
57.000000,0.434103
58.000000,0.412433
59.000000,0.392110
60.000000,0.369745
61.000000,0.336491
62.000000,0.315220
63.000000,0.296464
64.000000,0.279783
65.000000,0.255117
66.000000,0.228254
67.000000,0.199929
68.000000,0.176231
69.000000,0.153759
70.000000,0.129925
