theta_lat,eff_m2
0.000000,0.894063
1.000000,0.894063
2.000000,0.894063
3.000000,0.894063
4.000000,0.894063
5.000000,0.894063
6.000000,0.894063
7.000000,0.894063
8.000000,0.894063
9.000000,0.894063
10.000000,0.888411
11.000000,0.881734
12.000000,0.874430
13.000000,0.866500
14.000000,0.857947
15.000000,0.848773
16.000000,0.840444
17.000000,0.835888
18.000000,0.831065
19.000000,0.825975
20.000000,0.820621
21.000000,0.816338
22.000000,0.812637
23.000000,0.808773
24.000000,0.804746
25.000000,0.802341
26.000000,0.783435
27.000000,0.781220
28.000000,0.781013
29.000000,0.782457
30.000000,0.783948
31.000000,0.779776
32.000000,0.771596
33.000000,0.763184
34.000000,0.758438
35.000000,0.754121
36.000000,0.746821
37.000000,0.756116
38.000000,0.742300
39.000000,0.735985
40.000000,0.729926
41.000000,0.718495
42.000000,0.704397
43.000000,0.690483
44.000000,0.676734
45.000000,0.662526
46.000000,0.644968
47.000000,0.632658
48.000000,0.623553
49.000000,0.612197
50.000000,0.598465
51.000000,0.582169
52.000000,0.564090
53.000000,0.547685
54.000000,0.527695
55.000000,0.506580
56.000000,0.486442
57.000000,0.470600
58.000000,0.451277
59.000000,0.428598
60.000000,0.404621
61.000000,0.378625
62.000000,0.357440
63.000000,0.334904
64.000000,0.311214
65.000000,0.282075
66.000000,0.255225
67.000000,0.236354
68.000000,0.209745
69.000000,0.181637
70.000000,0.152241
