theta_lat,eff_m2
0.000000,0.907327
1.000000,0.907327
2.000000,0.907327
3.000000,0.907327
4.000000,0.907327
5.000000,0.907327
6.000000,0.907327
7.000000,0.907327
8.000000,0.907327
9.000000,0.907327
10.000000,0.901996
11.000000,0.895699
12.000000,0.888809
13.000000,0.881330
14.000000,0.873262
15.000000,0.864610
16.000000,0.855988
17.000000,0.848626
18.000000,0.840831
19.000000,0.832607
20.000000,0.823954
21.000000,0.818213
22.000000,0.814157
23.000000,0.809922
24.000000,0.805510
25.000000,0.804984
26.000000,0.792904
27.000000,0.793079
28.000000,0.792139
29.000000,0.790275
30.000000,0.788352
31.000000,0.782267
32.000000,0.773210
33.000000,0.763898
34.000000,0.753961
35.000000,0.743712
36.000000,0.732013
37.000000,0.735024
38.000000,0.720012
39.000000,0.714026
40.000000,0.708381
41.000000,0.698011
42.000000,0.685291
43.000000,0.672695
44.000000,0.660210
45.000000,0.645401
46.000000,0.628288
47.000000,0.611787
48.000000,0.597118
49.000000,0.585025
50.000000,0.575682
51.000000,0.558584
52.000000,0.536248
53.000000,0.521849
54.000000,0.499452
55.000000,0.480689
56.000000,0.460457
57.000000,0.436241
58.000000,0.413834
59.000000,0.393168
60.000000,0.373828
61.000000,0.352853
62.000000,0.329291
63.000000,0.307410
64.000000,0.286905
65.000000,0.260182
66.000000,0.234588
67.000000,0.205758
68.000000,0.181516
69.000000,0.157605
70.000000,0.136269
