theta_lat,eff_m2
0.000000,0.874446
1.000000,0.874446
2.000000,0.874446
3.000000,0.874446
4.000000,0.874446
5.000000,0.874446
6.000000,0.874446
7.000000,0.874446
8.000000,0.874446
9.000000,0.874446
10.000000,0.868862
11.000000,0.862265
12.000000,0.855049
13.000000,0.847214
14.000000,0.838763
15.000000,0.829700
16.000000,0.821215
17.000000,0.815694
18.000000,0.809849
19.000000,0.803681
20.000000,0.797193
21.000000,0.791871
22.000000,0.787171
23.000000,0.782263
24.000000,0.777150
25.000000,0.776428
26.000000,0.764713
27.000000,0.764769
28.000000,0.767255
29.000000,0.771757
30.000000,0.776404
31.000000,0.773636
32.000000,0.765644
33.000000,0.757425
34.000000,0.750678
35.000000,0.743994
36.000000,0.735918
37.000000,0.753484
38.000000,0.742143
39.000000,0.731947
40.000000,0.721599
41.000000,0.710232
42.000000,0.698261
43.000000,0.688163
44.000000,0.679846
45.000000,0.668893
46.000000,0.649616
47.000000,0.636570
48.000000,0.625180
49.000000,0.610580
50.000000,0.592590
51.000000,0.576875
52.000000,0.562603
53.000000,0.545587
54.000000,0.529594
55.000000,0.508052
56.000000,0.486687
57.000000,0.466799
58.000000,0.444967
59.000000,0.421262
60.000000,0.400250
61.000000,0.373815
62.000000,0.347931
63.000000,0.322790
64.000000,0.298239
65.000000,0.268339
66.000000,0.239729
67.000000,0.215173
68.000000,0.188315
69.000000,0.161000
70.000000,0.133305
