theta_lat,eff_m2
0.000000,0.846021
1.000000,0.846021
2.000000,0.846021
3.000000,0.846021
4.000000,0.846021
5.000000,0.846021
6.000000,0.846021
7.000000,0.846021
8.000000,0.846021
9.000000,0.846021
10.000000,0.839869
11.000000,0.832600
12.000000,0.824648
13.000000,0.816015
14.000000,0.806704
15.000000,0.796718
16.000000,0.787422
17.000000,0.781551
18.000000,0.775336
19.000000,0.768777
20.000000,0.761878
21.000000,0.757067
22.000000,0.753453
23.000000,0.749680
24.000000,0.745749
25.000000,0.744961
26.000000,0.734272
27.000000,0.734040
28.000000,0.735722
29.000000,0.738990
30.000000,0.742363
31.000000,0.738435
32.000000,0.729353
33.000000,0.720013
34.000000,0.711896
35.000000,0.703775
36.000000,0.695028
37.000000,0.700964
38.000000,0.690695
39.000000,0.679743
40.000000,0.668530
41.000000,0.658878
42.000000,0.649864
43.000000,0.636289
44.000000,0.618355
45.000000,0.604414
46.000000,0.599401
47.000000,0.590171
48.000000,0.580237
49.000000,0.568822
50.000000,0.555848
51.000000,0.539634
52.000000,0.521189
53.000000,0.504047
54.000000,0.489977
55.000000,0.477285
56.000000,0.462967
57.000000,0.443180
58.000000,0.422255
59.000000,0.400232
60.000000,0.374996
61.000000,0.334952
62.000000,0.307796
63.000000,0.282215
64.000000,0.257916
65.000000,0.233467
66.000000,0.207418
67.000000,0.178457
68.000000,0.152364
69.000000,0.127272
70.000000,0.103392
