theta_lat,eff_m2
0.000000,0.904442
1.000000,0.904442
2.000000,0.904442
3.000000,0.904442
4.000000,0.904442
5.000000,0.904442
6.000000,0.904442
7.000000,0.904442
8.000000,0.904442
9.000000,0.904442
10.000000,0.899976
11.000000,0.894700
12.000000,0.888928
13.000000,0.882661
14.000000,0.875902
15.000000,0.868653
16.000000,0.861460
17.000000,0.855414
18.000000,0.849013
19.000000,0.842259
20.000000,0.835153
21.000000,0.827343
22.000000,0.818962
23.000000,0.810210
24.000000,0.801091
25.000000,0.798891
26.000000,0.786878
27.000000,0.785846
28.000000,0.785148
29.000000,0.784721
30.000000,0.784282
31.000000,0.781462
32.000000,0.776948
33.000000,0.772307
34.000000,0.760615
35.000000,0.747633
36.000000,0.735091
37.000000,0.740541
38.000000,0.728659
39.000000,0.718027
40.000000,0.707240
41.000000,0.696438
42.000000,0.685516
43.000000,0.671797
44.000000,0.655402
45.000000,0.640080
46.000000,0.625233
47.000000,0.611254
48.000000,0.597099
49.000000,0.584559
50.000000,0.573750
51.000000,0.556072
52.000000,0.533745
53.000000,0.515749
54.000000,0.495794
55.000000,0.475560
56.000000,0.454208
57.000000,0.429886
58.000000,0.409597
59.000000,0.393191
60.000000,0.371052
61.000000,0.337510
62.000000,0.316875
63.000000,0.295770
64.000000,0.274247
65.000000,0.249046
66.000000,0.223249
67.000000,0.198395
68.000000,0.177216
69.000000,0.155664
70.000000,0.128791
