theta_lat,eff_m2
0.000000,0.677429
1.000000,0.677429
2.000000,0.677429
3.000000,0.677429
4.000000,0.677429
5.000000,0.677429
6.000000,0.677429
7.000000,0.677429
8.000000,0.677429
9.000000,0.677429
10.000000,0.673074
11.000000,0.667930
12.000000,0.662302
13.000000,0.656192
14.000000,0.649602
15.000000,0.642534
16.000000,0.635350
17.000000,0.628772
18.000000,0.621808
19.000000,0.614460
20.000000,0.606729
21.000000,0.601109
22.000000,0.596685
23.000000,0.592066
24.000000,0.587253
25.000000,0.589419
26.000000,0.587471
27.000000,0.591073
28.000000,0.593818
29.000000,0.595872
30.000000,0.597992
31.000000,0.595367
32.000000,0.589391
33.000000,0.583246
34.000000,0.575402
35.000000,0.567136
36.000000,0.558205
37.000000,0.564519
38.000000,0.553922
39.000000,0.545077
40.000000,0.536140
41.000000,0.528668
42.000000,0.521813
43.000000,0.513077
44.000000,0.502543
45.000000,0.492802
46.000000,0.476832
47.000000,0.467868
48.000000,0.458370
49.000000,0.446881
50.000000,0.433292
51.000000,0.421905
52.000000,0.411932
53.000000,0.398067
54.000000,0.389900
55.000000,0.375885
56.000000,0.360973
57.000000,0.343319
58.000000,0.326523
59.000000,0.310553
60.000000,0.292612
61.000000,0.270609
62.000000,0.250611
63.000000,0.231332
64.000000,0.212630
65.000000,0.190180
66.000000,0.167566
67.000000,0.152706
68.000000,0.130325
69.000000,0.109037
70.000000,0.090012
