theta_lat,eff_m2
0.000000,0.748329
1.000000,0.748329
2.000000,0.748329
3.000000,0.748329
4.000000,0.748329
5.000000,0.748329
6.000000,0.748329
7.000000,0.748329
8.000000,0.748329
9.000000,0.748329
10.000000,0.744376
11.000000,0.739706
12.000000,0.734597
13.000000,0.729050
14.000000,0.723068
15.000000,0.716651
16.000000,0.709603
17.000000,0.701526
18.000000,0.692974
19.000000,0.683950
20.000000,0.674457
21.000000,0.667780
22.000000,0.662715
23.000000,0.657427
24.000000,0.651917
25.000000,0.650502
26.000000,0.639690
27.000000,0.638972
28.000000,0.637827
29.000000,0.636326
30.000000,0.634777
31.000000,0.631783
32.000000,0.627751
33.000000,0.623605
34.000000,0.611573
35.000000,0.598121
36.000000,0.586315
37.000000,0.597379
38.000000,0.588696
39.000000,0.575631
40.000000,0.562070
41.000000,0.551788
42.000000,0.542951
43.000000,0.530638
44.000000,0.515002
45.000000,0.500764
46.000000,0.483521
47.000000,0.473261
48.000000,0.465644
49.000000,0.458137
50.000000,0.450755
51.000000,0.434209
52.000000,0.411490
53.000000,0.394718
54.000000,0.374691
55.000000,0.357841
56.000000,0.339960
57.000000,0.319193
58.000000,0.302661
59.000000,0.290207
60.000000,0.272371
61.000000,0.252248
62.000000,0.232607
63.000000,0.213785
64.000000,0.195621
65.000000,0.173976
66.000000,0.153062
67.000000,0.131132
68.000000,0.113603
69.000000,0.096014
70.000000,0.077198
