theta_lat,eff_m2
0.000000,0.741442
1.000000,0.741442
2.000000,0.741442
3.000000,0.741442
4.000000,0.741442
5.000000,0.741442
6.000000,0.741442
7.000000,0.741442
8.000000,0.741442
9.000000,0.741442
10.000000,0.736170
11.000000,0.729941
12.000000,0.723126
13.000000,0.715728
14.000000,0.707749
15.000000,0.699190
16.000000,0.691249
17.000000,0.686315
18.000000,0.681091
19.000000,0.675579
20.000000,0.669781
21.000000,0.663738
22.000000,0.657437
23.000000,0.650859
24.000000,0.644004
25.000000,0.643670
26.000000,0.637377
27.000000,0.638264
28.000000,0.638129
29.000000,0.637149
30.000000,0.636139
31.000000,0.631661
32.000000,0.624712
33.000000,0.617567
34.000000,0.610388
35.000000,0.603044
36.000000,0.594055
37.000000,0.595699
38.000000,0.583061
39.000000,0.573755
40.000000,0.564428
41.000000,0.555698
42.000000,0.547158
43.000000,0.536366
44.000000,0.523419
45.000000,0.512655
46.000000,0.499148
47.000000,0.489402
48.000000,0.476995
49.000000,0.465633
50.000000,0.455396
51.000000,0.443161
52.000000,0.429542
53.000000,0.413889
54.000000,0.399258
55.000000,0.382270
56.000000,0.365152
57.000000,0.348124
58.000000,0.331833
59.000000,0.316251
60.000000,0.299576
61.000000,0.277809
62.000000,0.260629
63.000000,0.240646
64.000000,0.218302
65.000000,0.198597
66.000000,0.178718
67.000000,0.161185
68.000000,0.139147
69.000000,0.117389
70.000000,0.097412
