theta_lat,eff_m2
0.000000,0.746829
1.000000,0.746829
2.000000,0.746829
3.000000,0.746829
4.000000,0.746829
5.000000,0.746829
6.000000,0.746829
7.000000,0.746829
8.000000,0.746829
9.000000,0.746829
10.000000,0.742125
11.000000,0.736568
12.000000,0.730488
13.000000,0.723887
14.000000,0.716768
15.000000,0.709133
16.000000,0.701712
17.000000,0.695970
18.000000,0.689891
19.000000,0.683476
20.000000,0.676727
21.000000,0.670237
22.000000,0.663790
23.000000,0.657058
24.000000,0.650044
25.000000,0.651167
26.000000,0.650113
27.000000,0.652842
28.000000,0.651929
29.000000,0.648010
30.000000,0.643966
31.000000,0.638207
32.000000,0.631196
33.000000,0.623987
34.000000,0.616341
35.000000,0.608460
36.000000,0.599765
37.000000,0.603027
38.000000,0.592443
39.000000,0.581580
40.000000,0.570477
41.000000,0.560040
42.000000,0.549809
43.000000,0.539071
44.000000,0.527842
45.000000,0.516366
46.000000,0.495453
47.000000,0.483004
48.000000,0.469380
49.000000,0.457856
50.000000,0.448575
51.000000,0.436703
52.000000,0.423054
53.000000,0.403353
54.000000,0.383994
55.000000,0.373194
56.000000,0.361574
57.000000,0.346692
58.000000,0.328884
59.000000,0.308258
60.000000,0.288429
61.000000,0.261861
62.000000,0.245909
63.000000,0.227930
64.000000,0.208238
65.000000,0.191295
66.000000,0.172407
67.000000,0.152070
68.000000,0.131123
69.000000,0.111328
70.000000,0.093380
