theta_lat,eff_m2
0.000000,0.612311
1.000000,0.612311
2.000000,0.612311
3.000000,0.612311
4.000000,0.612311
5.000000,0.612311
6.000000,0.612311
7.000000,0.612311
8.000000,0.612311
9.000000,0.612311
10.000000,0.607344
11.000000,0.601476
12.000000,0.595056
13.000000,0.588087
14.000000,0.580570
15.000000,0.572507
16.000000,0.565393
17.000000,0.562215
18.000000,0.558851
19.000000,0.555301
20.000000,0.551567
21.000000,0.547336
22.000000,0.542727
23.000000,0.537914
24.000000,0.532899
25.000000,0.533456
26.000000,0.528905
27.000000,0.530570
28.000000,0.533626
29.000000,0.537845
30.000000,0.542199
31.000000,0.540599
32.000000,0.534808
33.000000,0.528853
34.000000,0.523027
35.000000,0.517088
36.000000,0.510508
37.000000,0.527451
38.000000,0.519180
39.000000,0.510142
40.000000,0.500879
41.000000,0.491744
42.000000,0.482574
43.000000,0.476477
44.000000,0.473309
45.000000,0.468878
46.000000,0.450072
47.000000,0.443885
48.000000,0.437356
49.000000,0.428591
50.000000,0.417465
51.000000,0.404146
52.000000,0.389308
53.000000,0.377684
54.000000,0.380344
55.000000,0.363446
56.000000,0.346014
57.000000,0.327676
58.000000,0.310423
59.000000,0.294211
60.000000,0.277753
61.000000,0.258542
62.000000,0.237833
63.000000,0.217202
64.000000,0.196613
65.000000,0.173093
66.000000,0.151365
67.000000,0.137391
68.000000,0.117578
69.000000,0.097849
70.000000,0.079116
