theta_lat,eff_m2
0.000000,0.754414
1.000000,0.754414
2.000000,0.754414
3.000000,0.754414
4.000000,0.754414
5.000000,0.754414
6.000000,0.754414
7.000000,0.754414
8.000000,0.754414
9.000000,0.754414
10.000000,0.749652
11.000000,0.744026
12.000000,0.737871
13.000000,0.731190
14.000000,0.723983
15.000000,0.716254
16.000000,0.708468
17.000000,0.701557
18.000000,0.694241
19.000000,0.686520
20.000000,0.678398
21.000000,0.671120
22.000000,0.664230
23.000000,0.657036
24.000000,0.649540
25.000000,0.648227
26.000000,0.644327
27.000000,0.644098
28.000000,0.643566
29.000000,0.642781
30.000000,0.641971
31.000000,0.638895
32.000000,0.634203
33.000000,0.629378
34.000000,0.617554
35.000000,0.604445
36.000000,0.592494
37.000000,0.596396
38.000000,0.586631
39.000000,0.575110
40.000000,0.563261
41.000000,0.553588
42.000000,0.544846
43.000000,0.532567
44.000000,0.516905
45.000000,0.502890
46.000000,0.482184
47.000000,0.470755
48.000000,0.459564
49.000000,0.449412
50.000000,0.440375
51.000000,0.425410
52.000000,0.406433
53.000000,0.390617
54.000000,0.377928
55.000000,0.360322
56.000000,0.341894
57.000000,0.321354
58.000000,0.304383
59.000000,0.290847
60.000000,0.272550
61.000000,0.246338
62.000000,0.227607
63.000000,0.209591
64.000000,0.192148
65.000000,0.170976
66.000000,0.149745
67.000000,0.130628
68.000000,0.112798
69.000000,0.095471
70.000000,0.077031
