theta_lat,eff_m2
0.000000,0.750713
1.000000,0.750713
2.000000,0.750713
3.000000,0.750713
4.000000,0.750713
5.000000,0.750713
6.000000,0.750713
7.000000,0.750713
8.000000,0.750713
9.000000,0.750713
10.000000,0.745642
11.000000,0.739651
12.000000,0.733096
13.000000,0.725981
14.000000,0.718306
15.000000,0.710075
16.000000,0.701835
17.000000,0.694683
18.000000,0.687111
19.000000,0.679121
20.000000,0.670715
21.000000,0.664709
22.000000,0.660070
23.000000,0.655226
24.000000,0.650179
25.000000,0.650852
26.000000,0.648903
27.000000,0.650705
28.000000,0.648871
29.000000,0.644033
30.000000,0.639039
31.000000,0.633206
32.000000,0.626733
33.000000,0.620076
34.000000,0.613672
35.000000,0.607161
36.000000,0.598398
37.000000,0.598617
38.000000,0.584948
39.000000,0.575648
40.000000,0.566380
41.000000,0.555817
42.000000,0.544527
43.000000,0.534213
44.000000,0.524822
45.000000,0.514280
46.000000,0.493150
47.000000,0.480303
48.000000,0.466091
49.000000,0.454589
50.000000,0.445981
51.000000,0.432469
52.000000,0.415634
53.000000,0.395875
54.000000,0.377356
55.000000,0.368328
56.000000,0.357330
57.000000,0.339045
58.000000,0.319658
59.000000,0.299207
60.000000,0.281520
61.000000,0.256469
62.000000,0.237157
63.000000,0.219501
64.000000,0.203205
65.000000,0.183512
66.000000,0.162978
67.000000,0.143200
68.000000,0.122307
69.000000,0.102901
70.000000,0.087037
