theta_lat,eff_m2
0.000000,0.485023
1.000000,0.485023
2.000000,0.485023
3.000000,0.485023
4.000000,0.485023
5.000000,0.485023
6.000000,0.485023
7.000000,0.485023
8.000000,0.485023
9.000000,0.485023
10.000000,0.479766
11.000000,0.473556
12.000000,0.466762
13.000000,0.459386
14.000000,0.451431
15.000000,0.442899
16.000000,0.434781
17.000000,0.429063
18.000000,0.423008
19.000000,0.416620
20.000000,0.409899
21.000000,0.407256
22.000000,0.407070
23.000000,0.406876
24.000000,0.406674
25.000000,0.406413
26.000000,0.399122
27.000000,0.398882
28.000000,0.403738
29.000000,0.412818
30.000000,0.422189
31.000000,0.423456
32.000000,0.419050
33.000000,0.414519
34.000000,0.404430
35.000000,0.393305
36.000000,0.384049
37.000000,0.402906
38.000000,0.397165
39.000000,0.389803
40.000000,0.382205
41.000000,0.377448
42.000000,0.373987
43.000000,0.366698
44.000000,0.355753
45.000000,0.348032
46.000000,0.340482
47.000000,0.335321
48.000000,0.327740
49.000000,0.319693
50.000000,0.311160
51.000000,0.301765
52.000000,0.291752
53.000000,0.282819
54.000000,0.288170
55.000000,0.282676
56.000000,0.275750
57.000000,0.263865
58.000000,0.250895
59.000000,0.236880
60.000000,0.217933
61.000000,0.192711
62.000000,0.177219
63.000000,0.160920
64.000000,0.143928
65.000000,0.129369
66.000000,0.113596
67.000000,0.098458
68.000000,0.083196
69.000000,0.068726
70.000000,0.054233
