theta_lat,eff_m2
0.000000,0.747693
1.000000,0.747693
2.000000,0.747693
3.000000,0.747693
4.000000,0.747693
5.000000,0.747693
6.000000,0.747693
7.000000,0.747693
8.000000,0.747693
9.000000,0.747693
10.000000,0.743711
11.000000,0.739006
12.000000,0.733860
13.000000,0.728272
14.000000,0.722246
15.000000,0.715782
16.000000,0.708646
17.000000,0.700364
18.000000,0.691596
19.000000,0.682343
20.000000,0.672609
21.000000,0.666302
22.000000,0.661989
23.000000,0.657485
24.000000,0.652792
25.000000,0.653018
26.000000,0.643922
27.000000,0.645104
28.000000,0.644458
29.000000,0.642302
30.000000,0.640076
31.000000,0.634541
32.000000,0.626637
33.000000,0.618508
34.000000,0.607109
35.000000,0.594977
36.000000,0.585252
37.000000,0.599953
38.000000,0.595028
39.000000,0.585106
40.000000,0.574720
41.000000,0.559927
42.000000,0.542888
43.000000,0.532717
44.000000,0.529090
45.000000,0.518463
46.000000,0.493601
47.000000,0.477112
48.000000,0.464848
49.000000,0.452725
50.000000,0.440766
51.000000,0.426827
52.000000,0.411506
53.000000,0.396622
54.000000,0.376712
55.000000,0.362040
56.000000,0.346589
57.000000,0.328913
58.000000,0.312252
59.000000,0.296567
60.000000,0.277138
61.000000,0.256141
62.000000,0.238040
63.000000,0.219020
64.000000,0.199210
65.000000,0.176544
66.000000,0.154216
67.000000,0.129982
68.000000,0.115147
69.000000,0.099855
70.000000,0.078514
