theta_lat,eff_m2
0.000000,0.690054
1.000000,0.690054
2.000000,0.690054
3.000000,0.690054
4.000000,0.690054
5.000000,0.690054
6.000000,0.690054
7.000000,0.690054
8.000000,0.690054
9.000000,0.690054
10.000000,0.685166
11.000000,0.679391
12.000000,0.673074
13.000000,0.666216
14.000000,0.658819
15.000000,0.650885
16.000000,0.643218
17.000000,0.637424
18.000000,0.631289
19.000000,0.624815
20.000000,0.618005
21.000000,0.612217
22.000000,0.606953
23.000000,0.601457
24.000000,0.595731
25.000000,0.598093
26.000000,0.591541
27.000000,0.595525
28.000000,0.597884
29.000000,0.598916
30.000000,0.599981
31.000000,0.597063
32.000000,0.591325
33.000000,0.585425
34.000000,0.577005
35.000000,0.568029
36.000000,0.558131
37.000000,0.567495
38.000000,0.555273
39.000000,0.549044
40.000000,0.542995
41.000000,0.534607
42.000000,0.525021
43.000000,0.515586
44.000000,0.506290
45.000000,0.497239
46.000000,0.483569
47.000000,0.475272
48.000000,0.467394
49.000000,0.456317
50.000000,0.441856
51.000000,0.429527
52.000000,0.418559
53.000000,0.402058
54.000000,0.383180
55.000000,0.371515
56.000000,0.358867
57.000000,0.342741
58.000000,0.326312
59.000000,0.309589
60.000000,0.292095
61.000000,0.272489
62.000000,0.251749
63.000000,0.231668
64.000000,0.212113
65.000000,0.190193
66.000000,0.168337
67.000000,0.151312
68.000000,0.129228
69.000000,0.108065
70.000000,0.089629
