theta_lat,eff_m2
0.000000,0.580306
1.000000,0.580306
2.000000,0.580306
3.000000,0.580306
4.000000,0.580306
5.000000,0.580306
6.000000,0.580306
7.000000,0.580306
8.000000,0.580306
9.000000,0.580306
10.000000,0.575518
11.000000,0.569862
12.000000,0.563673
13.000000,0.556955
14.000000,0.549709
15.000000,0.541937
16.000000,0.534239
17.000000,0.527815
18.000000,0.521014
19.000000,0.513836
20.000000,0.506286
21.000000,0.502750
22.000000,0.501618
23.000000,0.500435
24.000000,0.499202
25.000000,0.497759
26.000000,0.490761
27.000000,0.489254
28.000000,0.492545
29.000000,0.499807
30.000000,0.507301
31.000000,0.507484
32.000000,0.502541
33.000000,0.497458
34.000000,0.493201
35.000000,0.488968
36.000000,0.482655
37.000000,0.495524
38.000000,0.484435
39.000000,0.478599
40.000000,0.472914
41.000000,0.467244
42.000000,0.461523
43.000000,0.456847
44.000000,0.453167
45.000000,0.447896
46.000000,0.428460
47.000000,0.421611
48.000000,0.415190
49.000000,0.405450
50.000000,0.392199
51.000000,0.381358
52.000000,0.372072
53.000000,0.360508
54.000000,0.360569
55.000000,0.343926
56.000000,0.326916
57.000000,0.309415
58.000000,0.292253
59.000000,0.275416
60.000000,0.259460
61.000000,0.241819
62.000000,0.224211
63.000000,0.205305
64.000000,0.185292
65.000000,0.163363
66.000000,0.142517
67.000000,0.128085
68.000000,0.107823
69.000000,0.088226
70.000000,0.071384
