theta_lat,eff_m2
0.000000,0.635079
1.000000,0.635079
2.000000,0.635079
3.000000,0.635079
4.000000,0.635079
5.000000,0.635079
6.000000,0.635079
7.000000,0.635079
8.000000,0.635079
9.000000,0.635079
10.000000,0.630075
11.000000,0.624163
12.000000,0.617695
13.000000,0.610673
14.000000,0.603100
15.000000,0.594977
16.000000,0.587587
17.000000,0.583497
18.000000,0.579166
19.000000,0.574596
20.000000,0.569788
21.000000,0.565636
22.000000,0.561812
23.000000,0.557820
24.000000,0.553660
25.000000,0.554479
26.000000,0.551518
27.000000,0.553358
28.000000,0.555298
29.000000,0.557332
30.000000,0.559430
31.000000,0.557138
32.000000,0.551745
33.000000,0.546199
34.000000,0.541555
35.000000,0.536939
36.000000,0.530617
37.000000,0.536290
38.000000,0.526204
39.000000,0.518498
40.000000,0.510755
41.000000,0.502084
42.000000,0.492883
43.000000,0.485861
44.000000,0.480916
45.000000,0.475211
46.000000,0.461590
47.000000,0.454714
48.000000,0.447497
49.000000,0.437995
50.000000,0.426080
51.000000,0.413063
52.000000,0.399252
53.000000,0.386957
54.000000,0.381744
55.000000,0.365134
56.000000,0.348172
57.000000,0.330812
58.000000,0.313643
59.000000,0.296657
60.000000,0.279557
61.000000,0.258599
62.000000,0.237611
63.000000,0.218082
64.000000,0.199744
65.000000,0.177152
66.000000,0.155525
67.000000,0.143473
68.000000,0.122666
69.000000,0.102375
70.000000,0.083768
