theta_lat,eff_m2
0.000000,0.879041
1.000000,0.879041
2.000000,0.879041
3.000000,0.879041
4.000000,0.879041
5.000000,0.879041
6.000000,0.879041
7.000000,0.879041
8.000000,0.879041
9.000000,0.879041
10.000000,0.874411
11.000000,0.868942
12.000000,0.862959
13.000000,0.856463
14.000000,0.849457
15.000000,0.841943
16.000000,0.834492
17.000000,0.828245
18.000000,0.821632
19.000000,0.814653
20.000000,0.807311
21.000000,0.801764
22.000000,0.797220
23.000000,0.792476
24.000000,0.787532
25.000000,0.789124
26.000000,0.776191
27.000000,0.779069
28.000000,0.780399
29.000000,0.780461
30.000000,0.780525
31.000000,0.777380
32.000000,0.771956
33.000000,0.766378
34.000000,0.761046
35.000000,0.755631
36.000000,0.747582
37.000000,0.759647
38.000000,0.745749
39.000000,0.735657
40.000000,0.725552
41.000000,0.716009
42.000000,0.706631
43.000000,0.695698
44.000000,0.683275
45.000000,0.670856
46.000000,0.653128
47.000000,0.639997
48.000000,0.625747
49.000000,0.610009
50.000000,0.592711
51.000000,0.576987
52.000000,0.562238
53.000000,0.546861
54.000000,0.535147
55.000000,0.517025
56.000000,0.497745
57.000000,0.475216
58.000000,0.453919
59.000000,0.433806
60.000000,0.409894
61.000000,0.378103
62.000000,0.353690
63.000000,0.330085
64.000000,0.307124
65.000000,0.280478
66.000000,0.252326
67.000000,0.229261
68.000000,0.201550
69.000000,0.174569
70.000000,0.147069
