theta_lat,eff_m2
0.000000,0.873623
1.000000,0.873623
2.000000,0.873623
3.000000,0.873623
4.000000,0.873623
5.000000,0.873623
6.000000,0.873623
7.000000,0.873623
8.000000,0.873623
9.000000,0.873623
10.000000,0.867950
11.000000,0.861249
12.000000,0.853918
13.000000,0.845959
14.000000,0.837375
15.000000,0.828168
16.000000,0.820048
17.000000,0.816437
18.000000,0.812615
19.000000,0.808581
20.000000,0.804338
21.000000,0.799016
22.000000,0.792937
23.000000,0.786590
24.000000,0.779977
25.000000,0.779655
26.000000,0.768642
27.000000,0.769473
28.000000,0.771783
29.000000,0.775324
30.000000,0.778979
31.000000,0.776165
32.000000,0.768788
33.000000,0.761203
34.000000,0.754519
35.000000,0.747818
36.000000,0.739869
37.000000,0.758027
38.000000,0.747129
39.000000,0.735624
40.000000,0.723851
41.000000,0.711512
42.000000,0.698776
43.000000,0.688425
44.000000,0.680346
45.000000,0.670098
46.000000,0.652134
47.000000,0.639624
48.000000,0.627737
49.000000,0.613372
50.000000,0.596395
51.000000,0.579594
52.000000,0.562833
53.000000,0.546126
54.000000,0.531321
55.000000,0.510965
56.000000,0.490124
57.000000,0.468468
58.000000,0.445968
59.000000,0.422652
60.000000,0.402365
61.000000,0.376239
62.000000,0.348946
63.000000,0.323776
64.000000,0.300344
65.000000,0.270074
66.000000,0.241209
67.000000,0.216688
68.000000,0.190499
69.000000,0.163642
70.000000,0.135327
