theta_lat,eff_m2
0.000000,0.899355
1.000000,0.899355
2.000000,0.899355
3.000000,0.899355
4.000000,0.899355
5.000000,0.899355
6.000000,0.899355
7.000000,0.899355
8.000000,0.899355
9.000000,0.899355
10.000000,0.894336
11.000000,0.888407
12.000000,0.881920
13.000000,0.874878
14.000000,0.867283
15.000000,0.859137
16.000000,0.851609
17.000000,0.847038
18.000000,0.842198
19.000000,0.837092
20.000000,0.831720
21.000000,0.826879
22.000000,0.822278
23.000000,0.817474
24.000000,0.812469
25.000000,0.810568
26.000000,0.797590
27.000000,0.796164
28.000000,0.796113
29.000000,0.797195
30.000000,0.798312
31.000000,0.794677
32.000000,0.787678
33.000000,0.780480
34.000000,0.770343
35.000000,0.759550
36.000000,0.748527
37.000000,0.752362
38.000000,0.740665
39.000000,0.731787
40.000000,0.722872
41.000000,0.711224
42.000000,0.698160
43.000000,0.684872
44.000000,0.671363
45.000000,0.660163
46.000000,0.651032
47.000000,0.640522
48.000000,0.626814
49.000000,0.614196
50.000000,0.602751
51.000000,0.588285
52.000000,0.571742
53.000000,0.552148
54.000000,0.531399
55.000000,0.512022
56.000000,0.492638
57.000000,0.473699
58.000000,0.454626
59.000000,0.435422
60.000000,0.411582
61.000000,0.381045
62.000000,0.362560
63.000000,0.339199
64.000000,0.311740
65.000000,0.287635
66.000000,0.263558
67.000000,0.242161
68.000000,0.213982
69.000000,0.185525
70.000000,0.159018
