theta_lat,eff_m2
0.000000,0.911982
1.000000,0.911982
2.000000,0.911982
3.000000,0.911982
4.000000,0.911982
5.000000,0.911982
6.000000,0.911982
7.000000,0.911982
8.000000,0.911982
9.000000,0.911982
10.000000,0.907141
11.000000,0.901422
12.000000,0.895165
13.000000,0.888372
14.000000,0.881045
15.000000,0.873187
16.000000,0.865012
17.000000,0.856945
18.000000,0.848403
19.000000,0.839391
20.000000,0.829909
21.000000,0.824312
22.000000,0.821001
23.000000,0.817544
24.000000,0.813941
25.000000,0.811638
26.000000,0.797209
27.000000,0.795034
28.000000,0.793293
29.000000,0.791900
30.000000,0.790461
31.000000,0.783759
32.000000,0.773307
33.000000,0.762560
34.000000,0.755168
35.000000,0.748101
36.000000,0.737359
37.000000,0.736921
38.000000,0.718257
39.000000,0.709654
40.000000,0.701391
41.000000,0.691945
42.000000,0.681838
43.000000,0.672021
44.000000,0.662476
45.000000,0.647749
46.000000,0.626960
47.000000,0.608921
48.000000,0.595607
49.000000,0.583259
50.000000,0.571952
51.000000,0.555656
52.000000,0.535967
53.000000,0.521677
54.000000,0.498572
55.000000,0.480136
56.000000,0.460061
57.000000,0.435342
58.000000,0.413793
59.000000,0.395292
60.000000,0.376802
61.000000,0.355997
62.000000,0.330763
63.000000,0.308192
64.000000,0.287816
65.000000,0.260528
66.000000,0.235041
67.000000,0.207521
68.000000,0.182237
69.000000,0.157150
70.000000,0.136126
