theta_lat,eff_m2
0.000000,0.873432
1.000000,0.873432
2.000000,0.873432
3.000000,0.873432
4.000000,0.873432
5.000000,0.873432
6.000000,0.873432
7.000000,0.873432
8.000000,0.873432
9.000000,0.873432
10.000000,0.867778
11.000000,0.861099
12.000000,0.853792
13.000000,0.845859
14.000000,0.837302
15.000000,0.828126
16.000000,0.820481
17.000000,0.818678
18.000000,0.816770
19.000000,0.814756
20.000000,0.812638
21.000000,0.807400
22.000000,0.800152
23.000000,0.792585
24.000000,0.784700
25.000000,0.785067
26.000000,0.775027
27.000000,0.776948
28.000000,0.778641
29.000000,0.780157
30.000000,0.781720
31.000000,0.778780
32.000000,0.772654
33.000000,0.766355
34.000000,0.760058
35.000000,0.753621
36.000000,0.745899
37.000000,0.764453
38.000000,0.753711
39.000000,0.741111
40.000000,0.728154
41.000000,0.714795
42.000000,0.701104
43.000000,0.690165
44.000000,0.681845
45.000000,0.672413
46.000000,0.656654
47.000000,0.644960
48.000000,0.632047
49.000000,0.617588
50.000000,0.601506
51.000000,0.583571
52.000000,0.564320
53.000000,0.547969
54.000000,0.534430
55.000000,0.515665
56.000000,0.495607
57.000000,0.471912
58.000000,0.448968
59.000000,0.426743
60.000000,0.406454
61.000000,0.379785
62.000000,0.351326
63.000000,0.326336
64.000000,0.304208
65.000000,0.274204
66.000000,0.245201
67.000000,0.219789
68.000000,0.194296
69.000000,0.168196
70.000000,0.139659
