theta_lat,eff_m2
0.000000,0.906174
1.000000,0.906174
2.000000,0.906174
3.000000,0.906174
4.000000,0.906174
5.000000,0.906174
6.000000,0.906174
7.000000,0.906174
8.000000,0.906174
9.000000,0.906174
10.000000,0.901027
11.000000,0.894946
12.000000,0.888293
13.000000,0.881070
14.000000,0.873280
15.000000,0.864925
16.000000,0.856833
17.000000,0.850660
18.000000,0.844125
19.000000,0.837229
20.000000,0.829974
21.000000,0.824628
22.000000,0.820360
23.000000,0.815903
24.000000,0.811259
25.000000,0.810770
26.000000,0.799411
27.000000,0.799672
28.000000,0.799276
29.000000,0.798336
30.000000,0.797366
31.000000,0.792995
32.000000,0.786201
33.000000,0.779214
34.000000,0.769691
35.000000,0.759586
36.000000,0.749328
37.000000,0.754101
38.000000,0.743341
39.000000,0.732357
40.000000,0.721135
41.000000,0.711231
42.000000,0.701847
43.000000,0.689229
44.000000,0.673518
45.000000,0.660398
46.000000,0.649736
47.000000,0.638565
48.000000,0.625372
49.000000,0.612815
50.000000,0.600948
51.000000,0.586154
52.000000,0.569346
53.000000,0.551018
54.000000,0.532013
55.000000,0.512830
56.000000,0.492853
57.000000,0.470749
58.000000,0.450507
59.000000,0.432057
60.000000,0.411056
61.000000,0.382923
62.000000,0.363302
63.000000,0.339392
64.000000,0.311876
65.000000,0.287932
66.000000,0.263871
67.000000,0.242095
68.000000,0.214381
69.000000,0.186320
70.000000,0.159436
