theta_lat,eff_m2
0.000000,0.894199
1.000000,0.894199
2.000000,0.894199
3.000000,0.894199
4.000000,0.894199
5.000000,0.894199
6.000000,0.894199
7.000000,0.894199
8.000000,0.894199
9.000000,0.894199
10.000000,0.889037
11.000000,0.882940
12.000000,0.876269
13.000000,0.869027
14.000000,0.861216
15.000000,0.852838
16.000000,0.845380
17.000000,0.841816
18.000000,0.838043
19.000000,0.834061
20.000000,0.829872
21.000000,0.825535
22.000000,0.821029
23.000000,0.816325
24.000000,0.811423
25.000000,0.808459
26.000000,0.794228
27.000000,0.791464
28.000000,0.791575
29.000000,0.794056
30.000000,0.796617
31.000000,0.793246
32.000000,0.785685
33.000000,0.777910
34.000000,0.769218
35.000000,0.760199
36.000000,0.749948
37.000000,0.752521
38.000000,0.739509
39.000000,0.732836
40.000000,0.726352
41.000000,0.713683
42.000000,0.697949
43.000000,0.684027
44.000000,0.671824
45.000000,0.660804
46.000000,0.650371
47.000000,0.639647
48.000000,0.627188
49.000000,0.614952
50.000000,0.602970
51.000000,0.588061
52.000000,0.571138
53.000000,0.551819
54.000000,0.531546
55.000000,0.511377
56.000000,0.492036
57.000000,0.476094
58.000000,0.457603
59.000000,0.436654
60.000000,0.410898
61.000000,0.378847
62.000000,0.360158
63.000000,0.337430
64.000000,0.311305
65.000000,0.285380
66.000000,0.260349
67.000000,0.239959
68.000000,0.212070
69.000000,0.183526
70.000000,0.156303
