theta_lat,eff_m2
0.000000,0.892754
1.000000,0.892754
2.000000,0.892754
3.000000,0.892754
4.000000,0.892754
5.000000,0.892754
6.000000,0.892754
7.000000,0.892754
8.000000,0.892754
9.000000,0.892754
10.000000,0.887357
11.000000,0.880980
12.000000,0.874004
13.000000,0.866431
14.000000,0.858263
15.000000,0.849502
16.000000,0.841621
17.000000,0.837567
18.000000,0.833273
19.000000,0.828743
20.000000,0.823978
21.000000,0.819676
22.000000,0.815581
23.000000,0.811306
24.000000,0.806852
25.000000,0.804172
26.000000,0.784975
27.000000,0.782499
28.000000,0.782451
29.000000,0.784402
30.000000,0.786415
31.000000,0.782660
32.000000,0.774827
33.000000,0.766773
34.000000,0.760096
35.000000,0.753472
36.000000,0.744746
37.000000,0.754367
38.000000,0.740951
39.000000,0.734453
40.000000,0.728177
41.000000,0.716127
42.000000,0.701214
43.000000,0.687295
44.000000,0.674317
45.000000,0.661701
46.000000,0.646764
47.000000,0.635269
48.000000,0.624514
49.000000,0.612746
50.000000,0.599917
51.000000,0.584336
52.000000,0.566853
53.000000,0.549031
54.000000,0.527000
55.000000,0.506461
56.000000,0.486819
57.000000,0.471009
58.000000,0.452194
59.000000,0.430485
60.000000,0.405749
61.000000,0.379015
62.000000,0.359069
63.000000,0.336430
64.000000,0.311517
65.000000,0.283973
66.000000,0.258021
67.000000,0.238531
68.000000,0.211211
69.000000,0.182817
70.000000,0.154461
