theta_lat,eff_m2
0.000000,0.902156
1.000000,0.902156
2.000000,0.902156
3.000000,0.902156
4.000000,0.902156
5.000000,0.902156
6.000000,0.902156
7.000000,0.902156
8.000000,0.902156
9.000000,0.902156
10.000000,0.897392
11.000000,0.891763
12.000000,0.885605
13.000000,0.878920
14.000000,0.871710
15.000000,0.863976
16.000000,0.856482
17.000000,0.850753
18.000000,0.844688
19.000000,0.838288
20.000000,0.831554
21.000000,0.824511
22.000000,0.817151
23.000000,0.809467
24.000000,0.801460
25.000000,0.801592
26.000000,0.792155
27.000000,0.793803
28.000000,0.792529
29.000000,0.788839
30.000000,0.785032
31.000000,0.779646
32.000000,0.773105
33.000000,0.766380
34.000000,0.757761
35.000000,0.748674
36.000000,0.738747
37.000000,0.744264
38.000000,0.732365
39.000000,0.720937
40.000000,0.709297
41.000000,0.698403
42.000000,0.687747
43.000000,0.675583
44.000000,0.661972
45.000000,0.648526
46.000000,0.634334
47.000000,0.619402
48.000000,0.602125
49.000000,0.587714
50.000000,0.576366
51.000000,0.560122
52.000000,0.540547
53.000000,0.520083
54.000000,0.496006
55.000000,0.482737
56.000000,0.467061
57.000000,0.443052
58.000000,0.420534
59.000000,0.399450
60.000000,0.377671
61.000000,0.344672
62.000000,0.322644
63.000000,0.303140
64.000000,0.285718
65.000000,0.261643
66.000000,0.235706
67.000000,0.208846
68.000000,0.182941
69.000000,0.158460
70.000000,0.135945
