theta_lat,eff_m2
0.000000,0.912994
1.000000,0.912994
2.000000,0.912994
3.000000,0.912994
4.000000,0.912994
5.000000,0.912994
6.000000,0.912994
7.000000,0.912994
8.000000,0.912994
9.000000,0.912994
10.000000,0.907717
11.000000,0.901484
12.000000,0.894665
13.000000,0.887262
14.000000,0.879277
15.000000,0.870713
16.000000,0.862057
17.000000,0.854282
18.000000,0.846051
19.000000,0.837366
20.000000,0.828228
21.000000,0.822378
22.000000,0.818442
23.000000,0.814332
24.000000,0.810050
25.000000,0.810972
26.000000,0.801231
27.000000,0.803181
28.000000,0.802439
29.000000,0.799477
30.000000,0.796420
31.000000,0.791313
32.000000,0.784724
33.000000,0.777948
34.000000,0.769040
35.000000,0.759622
36.000000,0.750128
37.000000,0.755840
38.000000,0.746017
39.000000,0.732927
40.000000,0.719399
41.000000,0.711238
42.000000,0.705535
43.000000,0.693587
44.000000,0.675674
45.000000,0.660633
46.000000,0.648441
47.000000,0.636608
48.000000,0.623931
49.000000,0.611434
50.000000,0.599144
51.000000,0.584023
52.000000,0.566949
53.000000,0.549889
54.000000,0.532627
55.000000,0.513638
56.000000,0.493068
57.000000,0.467798
58.000000,0.446388
59.000000,0.428692
60.000000,0.410530
61.000000,0.384801
62.000000,0.364044
63.000000,0.339586
64.000000,0.312012
65.000000,0.288229
66.000000,0.264183
67.000000,0.242030
68.000000,0.214780
69.000000,0.187116
70.000000,0.159855
