theta_lat,eff_m2
0.000000,0.873830
1.000000,0.873830
2.000000,0.873830
3.000000,0.873830
4.000000,0.873830
5.000000,0.873830
6.000000,0.873830
7.000000,0.873830
8.000000,0.873830
9.000000,0.873830
10.000000,0.868348
11.000000,0.861872
12.000000,0.854788
13.000000,0.847096
14.000000,0.838801
15.000000,0.829903
16.000000,0.821204
17.000000,0.814304
18.000000,0.806997
19.000000,0.799288
20.000000,0.791177
21.000000,0.785914
22.000000,0.782308
23.000000,0.778542
24.000000,0.774618
25.000000,0.773523
26.000000,0.761189
27.000000,0.760561
28.000000,0.762938
29.000000,0.767803
30.000000,0.772824
31.000000,0.769808
32.000000,0.761130
33.000000,0.752206
34.000000,0.746205
35.000000,0.740497
36.000000,0.732911
37.000000,0.749839
38.000000,0.737972
39.000000,0.728671
40.000000,0.719310
41.000000,0.708731
42.000000,0.697463
43.000000,0.686848
44.000000,0.676849
45.000000,0.664912
46.000000,0.645585
47.000000,0.632749
48.000000,0.621934
49.000000,0.607659
50.000000,0.589728
51.000000,0.574463
52.000000,0.560902
53.000000,0.543542
54.000000,0.526851
55.000000,0.504567
56.000000,0.482854
57.000000,0.463982
58.000000,0.442834
59.000000,0.419495
60.000000,0.397986
61.000000,0.371187
62.000000,0.345959
63.000000,0.320792
64.000000,0.295646
65.000000,0.266196
66.000000,0.237903
67.000000,0.213381
68.000000,0.185585
69.000000,0.157564
70.000000,0.130560
