theta_lat,eff_m2
0.000000,0.899526
1.000000,0.899526
2.000000,0.899526
3.000000,0.899526
4.000000,0.899526
5.000000,0.899526
6.000000,0.899526
7.000000,0.899526
8.000000,0.899526
9.000000,0.899526
10.000000,0.895676
11.000000,0.891128
12.000000,0.886152
13.000000,0.880750
14.000000,0.874923
15.000000,0.868674
16.000000,0.862459
17.000000,0.857192
18.000000,0.851615
19.000000,0.845731
20.000000,0.839540
21.000000,0.832575
22.000000,0.825009
23.000000,0.817109
24.000000,0.808878
25.000000,0.807906
26.000000,0.797430
27.000000,0.797748
28.000000,0.797973
29.000000,0.798123
30.000000,0.798277
31.000000,0.794597
32.000000,0.788195
33.000000,0.781613
34.000000,0.769809
35.000000,0.756981
36.000000,0.746331
37.000000,0.759553
38.000000,0.753235
39.000000,0.741489
40.000000,0.729221
41.000000,0.717450
42.000000,0.705792
43.000000,0.691285
44.000000,0.674052
45.000000,0.659980
46.000000,0.642871
47.000000,0.632021
48.000000,0.619708
49.000000,0.605776
50.000000,0.590143
51.000000,0.574182
52.000000,0.557931
53.000000,0.540282
54.000000,0.521102
55.000000,0.505255
56.000000,0.488983
57.000000,0.471554
58.000000,0.450660
59.000000,0.426429
60.000000,0.404280
61.000000,0.375408
62.000000,0.354621
63.000000,0.331631
64.000000,0.306776
65.000000,0.288830
66.000000,0.266713
67.000000,0.239051
68.000000,0.211468
69.000000,0.185582
70.000000,0.162614
