theta_lat,eff_m2
0.000000,0.879725
1.000000,0.879725
2.000000,0.879725
3.000000,0.879725
4.000000,0.879725
5.000000,0.879725
6.000000,0.879725
7.000000,0.879725
8.000000,0.879725
9.000000,0.879725
10.000000,0.874536
11.000000,0.868406
12.000000,0.861699
13.000000,0.854419
14.000000,0.846566
15.000000,0.838144
16.000000,0.830315
17.000000,0.825405
18.000000,0.820206
19.000000,0.814720
20.000000,0.808949
21.000000,0.803972
22.000000,0.799394
23.000000,0.794613
24.000000,0.789632
25.000000,0.790409
26.000000,0.776484
27.000000,0.778364
28.000000,0.778803
29.000000,0.778056
30.000000,0.777286
31.000000,0.774142
32.000000,0.769306
33.000000,0.764332
34.000000,0.759069
35.000000,0.753645
36.000000,0.746103
37.000000,0.759685
38.000000,0.747411
39.000000,0.737505
40.000000,0.727517
41.000000,0.715469
42.000000,0.702319
43.000000,0.690668
44.000000,0.680440
45.000000,0.670460
46.000000,0.655481
47.000000,0.644050
48.000000,0.630125
49.000000,0.614297
50.000000,0.596468
51.000000,0.580038
52.000000,0.564464
53.000000,0.547928
54.000000,0.534927
55.000000,0.515911
56.000000,0.496058
57.000000,0.474048
58.000000,0.452906
59.000000,0.432597
60.000000,0.408842
61.000000,0.377104
62.000000,0.351689
63.000000,0.327631
64.000000,0.304676
65.000000,0.277563
66.000000,0.249506
67.000000,0.227529
68.000000,0.200597
69.000000,0.174302
70.000000,0.147440
