,DEC_SCX,DEC_SCZ,DEC_ZENITH,LIVETIME,RA_SCX,RA_SCZ,RA_ZENITH,ROCK_ANGLE,START,STOP
0,29.648399353027344,-35.892391204833984,0.22625316679477692,27.532605902415405,120.54964447021484,186.22447204589844,140.84945678710938,-55.47542190551758,334110540.65183216,334110570.6
1,27.924442291259766,-33.1162223815918,1.0411063432693481,27.631137470677036,120.59473419189453,190.36843872070312,142.54786682128906,-56.47047805786133,334110570.6,334110600.6
2,27.393238067626953,-32.23295211791992,1.8565417528152466,27.577775385341564,120.67362213134766,191.602294921875,144.25027465820312,-56.2547492980957,334110600.6,334110630.6
3,27.377582550048828,-32.201622009277344,2.6704206466674805,10.12136913792006,120.67750549316406,191.64340209960938,145.95445251464844,-55.553932189941406,334110630.6,334110641.6
4,27.375337600708008,-32.19407653808594,2.9683048725128174,27.586181194242744,120.6771011352539,191.65066528320312,146.5798797607422,-55.301597595214844,334110641.6,334110671.6
5,27.37973976135254,-32.19953918457031,3.7788772583007812,27.582533138855208,120.67515563964844,191.6408233642578,148.2875518798828,-54.63082504272461,334110671.6,334110701.6
6,27.382740020751953,-32.20576858520508,4.586169242858887,27.602048472987537,120.6749038696289,191.63327026367188,149.9985809326172,-54.00166702270508,334110701.6,334110731.6
7,27.38137435913086,-32.203529357910156,5.389443874359131,27.600905310244034,120.67498779296875,191.63621520996094,151.71363830566406,-53.41556167602539,334110731.6,334110761.6
8,27.380903244018555,-32.203067779541016,6.187967777252197,27.634952928141196,120.67523956298828,191.63722229003906,153.4333953857422,-52.87101745605469,334110761.6,334110791.6
9,27.381860733032227,-32.204803466796875,6.980996131896973,27.638843628947,120.67507934570312,191.6349334716797,155.1585235595703,-52.369205474853516,334110791.6,334110821.6
10,27.381757736206055,-32.20555114746094,7.767801284790039,27.62487353853268,120.67453002929688,191.63389587402344,156.88963317871094,-51.91250991821289,334110821.6,334110851.6
11,27.381195068359375,-32.20472717285156,8.547616004943848,27.623572740813515,120.67457580566406,191.63504028320312,158.6273651123047,-51.50218963623047,334110851.6,334110881.6
12,27.383399963378906,-32.20357131958008,9.319697380065918,27.613767247800958,120.67342376708984,191.63291931152344,160.3723602294922,-51.13706588745117,334110881.6,334110911.6
13,27.386260986328125,-32.203128814697266,10.083287239074707,27.601658389803145,120.67176818847656,191.62918090820312,162.12518310546875,-50.82019805908203,334110911.6,334110941.6
14,27.384708404541016,-32.20353698730469,10.837624549865723,27.616798589201405,120.67198181152344,191.63038635253906,163.8864288330078,-50.556182861328125,334110941.6,334110971.6
15,27.383827209472656,-32.2037239074707,11.581941604614258,27.54980127529329,120.67202758789062,191.63104248046875,165.6566619873047,-50.34203338623047,334110971.6,334111001.6
16,27.384126663208008,-32.2041015625,12.315468788146973,19.315644848496262,120.67157745361328,191.6300506591797,167.43641662597656,-50.17835998535156,334111001.6,334111022.6
17,27.383941650390625,-32.20431900024414,12.82209300994873,27.551390216527714,120.6714096069336,191.6298828125,168.6881866455078,-50.09469223022461,334111022.6,334111052.6
18,27.7032470703125,-32.47126388549805,13.535508155822754,27.526159536126833,120.47988891601562,190.95932006835938,170.48529052734375,-50.00204849243164,334111052.6,334111082.6
19,27.286211013793945,-32.12370300292969,14.236019134521484,27.47970326143077,120.73172760009766,191.8340301513672,172.293212890625,-49.99550247192383,334111082.6,334111112.6
20,26.74879264831543,-31.600366592407227,14.922844886779785,27.481377370759862,121.24565887451172,193.1818084716797,174.11239624023438,-49.99178695678711,334111112.6,334111142.6
21,26.156143188476562,-31.103836059570312,15.595210075378418,27.389858329297493,121.76012420654297,194.52452087402344,175.9432373046875,-49.99604797363281,334111142.6,334111172.6
22,25.517688751220703,-30.639850616455078,16.252328872680664,27.34207624460045,122.23078918457031,195.80609130859375,177.78607177734375,-49.994834899902344,334111172.6,334111202.6
23,24.914276123046875,-30.18285369873047,16.893400192260742,27.30318958559854,122.77932739257812,197.10601806640625,179.64122009277344,-49.991943359375,334111202.6,334111232.6
24,24.31971549987793,-29.7408447265625,17.517642974853516,27.285665222458647,123.38922119140625,198.42567443847656,181.5089569091797,-49.99436950683594,334111232.6,334111262.6
25,23.719276428222656,-29.320714950561523,18.124269485473633,27.27326939513737,124.02633666992188,199.73974609375,183.38949584960938,-50.00005340576172,334111262.6,334111292.6
26,23.13675308227539,-28.913225173950195,18.712499618530273,27.144711884645982,124.69412231445312,201.04307556152344,185.28298950195312,-49.998817443847656,334111292.6,334111322.6
27,22.562820434570312,-28.520193099975586,19.28155517578125,27.10923897806906,125.40361785888672,202.35446166992188,187.18954467773438,-49.997798919677734,334111322.6,334111352.6
28,21.996673583984375,-28.14537239074707,19.83067512512207,27.032319531067635,126.14740753173828,203.6670379638672,189.1092529296875,-49.99825668334961,334111352.6,334111382.6
29,21.440181732177734,-27.78632354736328,20.359086990356445,26.99187930272158,126.92240905761719,204.9799041748047,191.04208374023438,-49.99740982055664,334111382.6,334111412.6
30,20.89401626586914,-27.446537017822266,20.866044998168945,26.87371752202559,127.73081970214844,206.29498291015625,192.9879608154297,-49.998931884765625,334111412.6,334111442.6
31,20.35736656188965,-27.12140464782715,21.350820541381836,26.82464874781983,128.56788635253906,207.6121368408203,194.94677734375,-49.9981575012207,334111442.6,334111472.6
32,19.83056640625,-26.8156681060791,21.81268882751465,26.7420103955249,129.43331909179688,208.93023681640625,196.91831970214844,-49.999183654785156,334111472.6,334111502.6
33,19.31309700012207,-26.52650260925293,22.25095558166504,26.643477286656466,130.32542419433594,210.25076293945312,198.90232849121094,-49.999454498291016,334111502.6,334111532.6
34,18.806188583374023,-26.25579833984375,22.66494369506836,26.523461026540822,131.24281311035156,211.572265625,200.89845275878906,-50.00031280517578,334111532.6,334111562.6
35,18.307262420654297,-26.002473831176758,23.05400276184082,26.413631366477453,132.18255615234375,212.8950653076172,202.9063262939453,-50.00063705444336,334111562.6,334111592.6
36,17.81912612915039,-25.766971588134766,23.417495727539062,26.293144039530137,133.1448516845703,214.2188720703125,204.9254608154297,-50.00065612792969,334111592.6,334111622.6
37,17.337284088134766,-25.55063819885254,23.754852294921875,26.178833633830845,134.1274871826172,215.5445556640625,206.95530700683594,-50.00174331665039,334111622.6,334111652.6
38,16.864849090576172,-25.35082244873047,24.06549644470215,26.038826932849112,135.12875366210938,216.87086486816406,208.9952850341797,-50.000938415527344,334111652.6,334111682.6
39,16.39928436279297,-25.171018600463867,24.348899841308594,25.958947912584257,136.1473388671875,218.19747924804688,211.04470825195312,-50.001556396484375,334111682.6,334111712.6
40,15.939189910888672,-25.008638381958008,24.604583740234375,25.75423265344527,137.18222045898438,219.52603149414062,213.10284423828125,-50.00117111206055,334111712.6,334111742.6
41,15.486668586730957,-24.865663528442383,24.83210563659668,25.645238098289838,138.2327423095703,220.85491943359375,215.16891479492188,-50.00145721435547,334111742.6,334111772.6
42,15.03730297088623,-24.741622924804688,25.031064987182617,25.509085074764737,139.2963104248047,222.18482971191406,217.24205017089844,-50.001949310302734,334111772.6,334111802.6
43,14.593192100524902,-24.635351181030273,25.20110511779785,25.359982365590007,140.37197875976562,223.51487731933594,219.32138061523438,-50.0013427734375,334111802.6,334111832.6
44,14.15198802947998,-24.54959487915039,25.34192657470703,25.26996697025318,141.45950317382812,224.84584045410156,221.40597534179688,-50.002384185791016,334111832.6,334111862.6
45,13.711076736450195,-24.485334396362305,25.45328140258789,25.166564538534168,142.5563201904297,226.17689514160156,223.4948272705078,-50.0059700012207,334111862.6,334111892.6
46,13.273900985717773,-24.435585021972656,25.534969329833984,25.12404093320653,143.66159057617188,227.5082550048828,225.5869598388672,-50.00510025024414,334111892.6,334111922.6
47,12.836159706115723,-24.404781341552734,25.58683204650879,24.982379809982383,144.7742919921875,228.84022521972656,227.68133544921875,-50.004180908203125,334111922.6,334111952.6
48,12.396657943725586,-24.393878936767578,25.60879135131836,24.939974858485893,145.8929901123047,230.1723175048828,229.7769012451172,-50.00413513183594,334111952.6,334111982.6
49,11.95616626739502,-24.4017333984375,25.60080909729004,24.880070455118403,147.0167694091797,231.504150390625,231.8726043701172,-50.00381088256836,334111982.6,334112012.6
50,11.51134967803955,-24.42926788330078,25.562898635864258,24.840398535651413,148.14378356933594,232.8358154296875,233.96737670898438,-50.004146575927734,334112012.6,334112042.6
51,11.062074661254883,-24.475072860717773,25.495145797729492,24.79953944319527,149.27304077148438,234.16729736328125,236.06019592285156,-50.003753662109375,334112042.6,334112072.6
52,10.60784912109375,-24.54010009765625,25.397674560546875,24.85517440070814,150.40333557128906,235.4980010986328,238.14999389648438,-50.003631591796875,334112072.6,334112102.6
53,10.144156455993652,-24.62360954284668,25.27065658569336,24.872514033041565,151.53375244140625,236.82984924316406,240.23577880859375,-50.002952575683594,334112102.6,334112132.6
54,9.674420356750488,-24.727262496948242,25.114349365234375,24.937687289010977,152.6610870361328,238.15830993652344,242.31655883789062,-50.003726959228516,334112132.6,334112162.6
55,9.195680618286133,-24.848297119140625,24.92902374267578,25.055181949547094,153.7829132080078,239.4835205078125,244.39137268066406,-50.00334167480469,334112162.6,334112192.6
56,8.704437255859375,-24.987751007080078,24.715030670166016,25.152587036981267,154.89865112304688,240.80699157714844,246.45932006835938,-50.00285720825195,334112192.6,334112222.6
57,8.19914436340332,-25.14716911315918,24.47274398803711,25.30067494499123,156.014892578125,242.13644409179688,248.51953125,-50.00298309326172,334112222.6,334112252.6
58,7.681046009063721,-25.32486915588379,24.202600479125977,25.437884403119003,157.1227264404297,243.4634246826172,250.57119750976562,-50.002986907958984,334112252.6,334112282.6
59,7.14647102355957,-25.52106285095215,23.905075073242188,25.60232956562158,158.2198028564453,244.78802490234375,252.6135711669922,-50.00321578979492,334112282.6,334112312.6
60,6.594376087188721,-25.735380172729492,23.58067512512207,25.67515843358298,159.30650329589844,246.112060546875,254.64596557617188,-50.003170013427734,334112312.6,334112342.6
61,6.024319171905518,-25.96774673461914,23.229934692382812,25.917421152035647,160.38059997558594,247.4343719482422,256.667724609375,-50.0030517578125,334112342.6,334112372.6
62,5.433483600616455,-26.218412399291992,22.85346031188965,26.054886958370723,161.43955993652344,248.7547607421875,258.6783142089844,-50.00331497192383,334112372.6,334112402.6
63,4.819607257843018,-26.48672866821289,22.451854705810547,26.23459423063873,162.48370361328125,250.07574462890625,260.6772155761719,-50.002967834472656,334112402.6,334112432.6
64,4.186152935028076,-26.772306442260742,22.025775909423828,26.40475755399334,163.5021514892578,251.3858642578125,262.6640319824219,-50.00414276123047,334112432.6,334112462.6
65,3.5184943675994873,-27.076702117919922,21.57588005065918,26.502627942393264,164.51556396484375,252.71429443359375,264.6383972167969,-50.00232696533203,334112462.6,334112492.6
66,2.8297290802001953,-27.397403717041016,21.102853775024414,26.678458780860357,165.4933624267578,254.02537536621094,266.60003662109375,-50.00292205810547,334112492.6,334112522.6
67,2.1128807067871094,-27.734954833984375,20.60741424560547,26.849028351178482,166.44638061523438,255.33486938476562,268.5486755371094,-50.00332260131836,334112522.6,334112552.6
68,1.3657816648483276,-28.08983612060547,20.09029769897461,26.956643662307037,167.3673553466797,256.63824462890625,270.4842224121094,-50.00535583496094,334112552.6,334112582.6
69,0.5830129981040955,-28.46128273010254,19.55223274230957,27.10422177121956,168.26422119140625,257.94818115234375,272.40655517578125,-50.005218505859375,334112582.6,334112612.6
70,-0.23365764319896698,-28.849353790283203,18.993974685668945,27.164320295937355,169.1291961669922,259.2579040527344,274.31561279296875,-50.004791259765625,334112612.6,334112642.6
71,-1.0870633125305176,-29.254384994506836,18.416297912597656,27.246817994509716,169.9550018310547,260.5639953613281,276.2115173339844,-50.00559616088867,334112642.6,334112672.6
72,-1.9785387516021729,-29.67420768737793,17.819965362548828,27.3465663488469,170.740478515625,261.86834716796875,278.0942687988281,-50.00529098510742,334112672.6,334112702.6
73,-2.908759117126465,-30.11083984375,17.20574951171875,27.38477077321509,171.48336791992188,263.1719665527344,279.9640808105469,-50.005733489990234,334112702.6,334112732.6
74,-3.882117748260498,-30.56281280517578,16.574447631835938,27.47873109247001,172.17779541015625,264.4743957519531,281.82110595703125,-50.00592041015625,334112732.6,334112762.6
75,-4.89653205871582,-31.02871322631836,15.926822662353516,27.53938543942947,172.81935119628906,265.7733154296875,283.6656188964844,-50.00558853149414,334112762.6,334112792.6
76,-5.958765029907227,-31.5067138671875,15.263677597045898,27.547777452504032,173.40420532226562,267.0724182128906,285.4978942871094,-50.002166748046875,334112792.6,334112822.6
