,altitude_km,energy_gev,nadir,phi_earth,phi_lat,rocking_angle,shifted_nadir,shifted_zenith,theta_lat,time,zenith
0,543.8075063431406,17.53183203125,68.30599212646484,276.27838134765625,338.87530517578125,-66.69937133789062,68.17533051030512,111.82466948969488,54.40065002441406,437530269.907594,111.69400787353516
1,543.2111863456109,12.095865234375,68.54461669921875,275.39013671875,338.0870056152344,-70.46575164794922,68.40137273111114,111.59862726888886,51.29578399658203,437530317.8539621,111.45538330078125
2,543.2111863456109,16.75937890625,68.45623779296875,206.2672882080078,61.32933807373047,-70.46575164794922,68.31299382486114,111.68700617513886,53.89955139160156,437530337.8892801,111.54376220703125
3,542.6621404472207,12.1379833984375,68.84040832519531,225.9901580810547,43.471092224121094,-74.2369155883789,68.68557948863167,111.31442051136833,39.76472473144531,437530393.66399324,111.15959167480469
4,542.4040605569774,28.0098515625,68.3140640258789,266.4710388183594,344.3243103027344,-76.12116241455078,68.15378970363113,111.84621029636887,41.42064666748047,437530413.31561655,111.6859359741211
5,541.4817915107321,14.1887958984375,68.24610137939453,264.10992431640625,342.6325988769531,-83.666259765625,68.06636718027097,111.93363281972903,33.38908767700195,437530535.024967,111.75389862060547
6,541.4817915107321,12.771359375,68.5187759399414,246.02188110351562,14.184344291687012,-83.666259765625,68.33904174081785,111.66095825918215,26.29888343811035,437530548.92551696,111.4812240600586
7,540.6826053147063,191.4289375,68.57830047607422,241.0748291015625,359.35577392578125,-80.75243377685547,68.38170344821452,111.61829655178548,35.70269775390625,437530671.14424515,111.42169952392578
8,540.5089804747084,16.92226171875,68.37395477294922,217.31161499023438,28.332271575927734,-76.5967025756836,68.17369426096556,111.82630573903444,37.3392333984375,437530699.53892845,111.62604522705078
9,540.5089804747084,15.783400390625,68.27393341064453,229.42666625976562,8.142594337463379,-76.5967025756836,68.07367289866087,111.92632710133913,40.079898834228516,437530707.9052811,111.72606658935547
10,540.357580465316,193.19528125,68.28058624267578,199.46815490722656,41.18275833129883,-72.44609069824219,68.07713119049394,111.92286880950606,44.126991271972656,437530741.95851654,111.71941375732422
11,540.2193423658282,34.45550390625,68.28059387207031,171.59310913085938,69.68810272216797,-68.38680267333984,68.07422199598929,111.92577800401071,56.07893371582031,437530749.5214433,111.71940612792969
12,540.2193423658282,25.633556640625,68.55976104736328,236.15090942382812,353.60174560546875,-68.38680267333984,68.35338917128226,111.64661082871774,54.173927307128906,437530757.4457451,111.44023895263672
13,540.2193423658282,10.4371103515625,67.73291778564453,241.0167999267578,349.2421569824219,-68.38680267333984,67.52654590956351,112.47345409043649,61.29795837402344,437530771.61030626,112.26708221435547
14,540.0908667655461,62.1056796875,68.67547607421875,213.17666625976562,15.858391761779785,-64.44757080078125,68.46639336297177,111.53360663702823,48.985233306884766,437530776.4332631,111.32452392578125
15,540.0908667655461,10.8651884765625,68.22589874267578,207.60455322265625,22.602222442626953,-64.44757080078125,68.0168160314288,111.9831839685712,48.39813232421875,437530777.10781986,111.77410125732422
16,539.9791148594858,15.723875,68.088623046875,195.6256561279297,31.24347686767578,-60.66124725341797,67.87718237041015,112.12281762958985,52.07748031616211,437530808.5902099,111.911376953125
17,539.9791148594858,12.9538720703125,69.09677124023438,191.86094665527344,35.43584060668945,-60.66124725341797,68.88533056376953,111.11466943623047,51.00685119628906,437530809.6643934,110.90322875976562
18,539.9791148594858,23.01109375,68.22411346435547,208.25350952148438,15.89744758605957,-60.66124725341797,68.01267278789062,111.98732721210938,56.03009796142578,437530816.5936758,111.77588653564453
19,539.8981490610303,16.9379375,68.5306396484375,181.79469299316406,38.35874557495117,-57.089263916015625,68.31749059362524,111.68250940637476,57.83393859863281,437530861.4515311,111.4693603515625
20,539.8163486256044,11.288650390625,68.86082458496094,136.04347229003906,83.16049194335938,-53.81157302856445,68.6459495409612,111.3540504590388,66.5174560546875,437530880.94989073,111.13917541503906
21,539.1734191347896,23.396205078125,68.4802017211914,175.03321838378906,26.074045181274414,-49.99541091918945,68.25176086493546,111.74823913506454,62.08782958984375,437531186.7033314,111.5197982788086
22,538.9385509144182,12.75083203125,68.3691635131836,162.50921630859375,32.94880676269531,-49.99863815307617,68.13576693747781,111.86423306252219,61.922607421875,437531302.1716892,111.6308364868164
23,538.8658761436093,12.43776171875,68.76840209960938,184.02780151367188,8.231310844421387,-49.999053955078125,68.53347208623953,111.46652791376047,62.59599304199219,437531338.637042,111.23159790039062
24,538.4881425525803,20.33205859375,68.29009246826172,179.3336944580078,6.291588306427002,-50.00004959106445,68.04719227612117,111.95280772387883,61.94076156616211,437531454.77796173,111.70990753173828
25,538.2354397785045,14.4862666015625,68.15736389160156,203.18600463867188,339.6009521484375,-50.000335693359375,67.909131670928,112.090868329072,67.28548431396484,437531502.4734029,111.84263610839844
