,altitude_km,energy_gev,nadir,phi_earth,phi_lat,rocking_angle,shifted_nadir,shifted_zenith,theta_lat,time,zenith
0,565.0797172294078,15.3247978515625,67.79196166992188,166.97988891601562,190.6983642578125,-49.996273040771484,68.11014370346238,111.88985629653762,62.4105339050293,377662156.1339111,112.20803833007812
1,564.3556415177488,22.738876953125,67.6203384399414,189.6626434326172,161.0970001220703,-50.010982513427734,67.9232424759659,112.0767575240341,64.96643829345703,377662213.76595473,112.3796615600586
2,563.513260012477,14.296841796875,68.03044128417969,136.86598205566406,208.5491485595703,-50.00240707397461,68.31557107044296,111.68442892955704,68.83731842041016,377662265.12365085,111.96955871582031
3,562.0620327721164,10.30932421875,68.07160186767578,181.44610595703125,154.91651916503906,-49.99382019042969,68.32611075916743,111.67388924083257,63.462467193603516,377662346.69212997,111.92839813232422
4,558.0114652415382,10.507595703125,67.77088928222656,187.62831115722656,125.92579650878906,-49.995365142822266,67.93993119882302,112.06006880117698,66.84062957763672,377662578.38382614,112.22911071777344
5,555.4548872582585,31.0062265625,66.89443969726562,175.9078826904297,128.6513214111328,-49.99635696411133,67.00953781841488,112.99046218158512,64.92988586425781,377662676.89524984,113.10556030273438
6,552.8542155594781,81.350453125,68.15715026855469,164.5476837158203,130.21083068847656,-49.996219635009766,68.21737421685968,111.78262578314032,62.21354293823242,377662793.0688185,111.84284973144531
7,548.4806196749367,11.7096015625,67.71039581298828,152.71241760253906,126.27478790283203,-49.99472427368164,67.67833688812945,112.32166311187055,62.41498947143555,377663015.04611033,112.28960418701172
8,546.7536583251178,32.570001953125,68.09375,172.05711364746094,99.81865692138672,-49.9962272644043,68.02525219065998,111.97474780934002,64.03495025634766,377663116.1242788,111.90625
9,546.2044325226141,24.197130859375,67.46998596191406,181.24534606933594,89.22773742675781,-49.997535705566406,67.38989948814122,112.61010051185878,67.34103393554688,377663148.61994106,112.53001403808594
10,545.1464387649658,15.26108984375,67.94586181640625,121.10285949707031,146.9186553955078,-49.997676849365234,67.84345167434702,112.15654832565298,69.46918487548828,377663184.5632994,112.05413818359375
11,544.6408250524732,13.5891416015625,68.2448959350586,144.5269775390625,121.61674499511719,-49.99573516845703,68.13181734366577,111.86818265633423,62.494754791259766,377663233.3603543,111.7551040649414
12,543.2344752905544,10.806869140625,68.96591186523438,141.4575653076172,120.78466796875,-49.997554779052734,68.82315929386507,111.17684070613493,62.24686813354492,377663311.50196487,111.03408813476562
13,541.9834533722691,69.2515,68.10818481445312,156.55654907226562,99.41549682617188,-50.0001335144043,67.939035680608,112.060964319392,61.98897933959961,377663422.4913378,111.89181518554688
14,541.257940748819,12.070888671875,67.9973373413086,163.05703735351562,90.0831527709961,-49.999229431152344,67.81287989110868,112.18712010889132,62.572059631347656,377663478.4913209,112.0026626586914
15,539.5782511131248,12.28033203125,68.17675018310547,157.31430053710938,88.82328033447266,-49.999725341796875,67.9568512815924,112.0431487184076,61.897884368896484,377663652.5418366,111.82324981689453
16,538.8831987649916,13.084111328125,68.42207336425781,146.80258178710938,95.42962646484375,-50.00033187866211,68.18750885819914,111.81249114180086,62.34611511230469,377663771.4330718,111.57792663574219
17,538.8831987649916,11.865755859375,67.90726470947266,152.54278564453125,89.08756256103516,-50.00033187866211,67.67270020341398,112.32729979658602,62.283180236816406,377663779.7097692,112.09273529052734
18,538.4316017496218,19.870703125,69.01526641845703,148.11293029785156,87.46174621582031,-50.0017204284668,68.77117321537405,111.22882678462595,61.99554443359375,377663968.10452574,110.98473358154297
19,538.7669907560397,10.8361640625,68.9884262084961,164.08677673339844,63.81768798828125,-50.00092697143555,68.75140971344854,111.24859028655146,61.04319763183594,377664181.7581365,111.0115737915039
20,539.4120203922778,21.630865234375,68.70590209960938,153.79043579101562,68.874755859375,-50.00375747680664,68.48249572988644,111.51750427011356,62.83210372924805,377664360.8267445,111.29409790039062
21,539.9953189446951,28.993095703125,68.56121826171875,152.04025268554688,65.08070373535156,-50.00215148925781,68.35011949145182,111.64988050854818,64.41863250732422,377664514.7291457,111.43878173828125
22,540.3912202222905,19.2245703125,68.8127670288086,170.2519073486328,42.09049606323242,-49.998416900634766,68.61002177549892,111.38997822450108,61.43060302734375,377664627.3149512,111.1872329711914
23,540.4687912105214,12.7385986328125,68.57746887207031,178.40875244140625,32.2564582824707,-49.99697494506836,68.37636036661232,111.62363963338768,61.43943786621094,377664656.7254168,111.42253112792969
24,540.7006422233629,10.6019072265625,68.60441589355469,184.0405731201172,20.839130401611328,-49.996788024902344,68.40819944446764,111.59180055553236,61.46103286743164,377664784.24646616,111.39558410644531
